?û³Æ	ItemGenre	DetailType	¶¯»­ÎÄ¼??û	¶ÔÓ¦Îï¼?Ë÷??	¿í¶È	¸ß¶È	Ëµ?÷ÎÄ×Ö	ParticularType	ÎïÆ·×î´óµ?·ÅÖµ
M¶nh Ma Th? Huy?t Ngäc ThÊt S¸t Béi (5/6)	4	1252	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Ma Th? Huy?t Ngäc ThÊt S¸t Béi, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Ma Th? Huy?t Ngäc ThÊt S¸t Béi”."	1	100
M¶nh Ma Th? Huy?t Ngäc ThÊt S¸t Béi (6/6)	4	1253	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Ma Th? Huy?t Ngäc ThÊt S¸t Béi, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Ma Th? Huy?t Ngäc ThÊt S¸t Béi”."	1	100
M¶nh Ma S¸t X?ch K? Táa Yªu KhÊu (1/6)	4	1254	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Ma S¸t X?ch K? Táa Yªu KhÊu, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Ma S¸t X?ch K? Táa Yªu KhÊu”."	1	100
M¶nh Ma S¸t X?ch K? Táa Yªu KhÊu (2/6)	4	1255	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Ma S¸t X?ch K? Táa Yªu KhÊu, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Ma S¸t X?ch K? Táa Yªu KhÊu”."	1	100
M¶nh Ma S¸t X?ch K? Táa Yªu KhÊu (3/6)	4	1256	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Ma S¸t X?ch K? Táa Yªu KhÊu, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Ma S¸t X?ch K? Táa Yªu KhÊu”."	1	100
M¶nh Ma S¸t X?ch K? Táa Yªu KhÊu (4/6)	4	1257	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Ma S¸t X?ch K? Táa Yªu KhÊu, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Ma S¸t X?ch K? Táa Yªu KhÊu”."	1	100
M¶nh Ma S¸t X?ch K? Táa Yªu KhÊu (5/6)	4	1258	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Ma S¸t X?ch K? Táa Yªu KhÊu, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Ma S¸t X?ch K? Táa Yªu KhÊu”."	1	100
M¶nh Ma S¸t X?ch K? Táa Yªu KhÊu (6/6)	4	1259	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Ma S¸t X?ch K? Táa Yªu KhÊu, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Ma S¸t X?ch K? Táa Yªu KhÊu”."	1	100
M¶nh L¨ng Nh¹c Né L«i Ph¸p Giíi (1/6)	4	1260	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh L¨ng Nh¹c Né L«i Ph¸p Giíi, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “L¨ng Nh¹c Né L«i Ph¸p Giíi”."	1	100
M¶nh L¨ng Nh¹c Né L«i Ph¸p Giíi (2/6)	4	1261	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh L¨ng Nh¹c Né L«i Ph¸p Giíi, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “L¨ng Nh¹c Né L«i Ph¸p Giíi”."	1	100
M¶nh L¨ng Nh¹c Né L«i Ph¸p Giíi (3/6)	4	1262	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh L¨ng Nh¹c Né L«i Ph¸p Giíi, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “L¨ng Nh¹c Né L«i Ph¸p Giíi”."	1	100
M¶nh L¨ng Nh¹c Né L«i Ph¸p Giíi (4/6)	4	1263	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh L¨ng Nh¹c Né L«i Ph¸p Giíi, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “L¨ng Nh¹c Né L«i Ph¸p Giíi”."	1	100
M¶nh L¨ng Nh¹c Né L«i Ph¸p Giíi (5/6)	4	1264	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh L¨ng Nh¹c Né L«i Ph¸p Giíi, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “L¨ng Nh¹c Né L«i Ph¸p Giíi”."	1	100
M¶nh L¨ng Nh¹c Né L«i Ph¸p Giíi (6/6)	4	1265	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh L¨ng Nh¹c Né L«i Ph¸p Giíi, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “L¨ng Nh¹c Né L«i Ph¸p Giíi”."	1	100
M¶nh CËp Phong Huy?n Ty Tam §o¹n CÈm (1/6)	4	1266	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh CËp Phong Huy?n Ty Tam §o¹n CÈm, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “CËp Phong Huy?n Ty Tam §o¹n CÈm”."	1	100
M¶nh CËp Phong Huy?n Ty Tam §o¹n CÈm (2/6)	4	1267	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh CËp Phong Huy?n Ty Tam §o¹n CÈm, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “CËp Phong Huy?n Ty Tam §o¹n CÈm”."	1	100
M¶nh CËp Phong Huy?n Ty Tam §o¹n CÈm (3/6)	4	1268	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh CËp Phong Huy?n Ty Tam §o¹n CÈm, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “CËp Phong Huy?n Ty Tam §o¹n CÈm”."	1	100
M¶nh CËp Phong Huy?n Ty Tam §o¹n CÈm (4/6)	4	1269	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh CËp Phong Huy?n Ty Tam §o¹n CÈm, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “CËp Phong Huy?n Ty Tam §o¹n CÈm”."	1	100
M¶nh CËp Phong Huy?n Ty Tam §o¹n CÈm (5/6)	4	1270	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh CËp Phong Huy?n Ty Tam §o¹n CÈm, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “CËp Phong Huy?n Ty Tam §o¹n CÈm”."	1	100
M¶nh CËp Phong Huy?n Ty Tam §o¹n CÈm (6/6)	4	1271	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh CËp Phong Huy?n Ty Tam §o¹n CÈm, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “CËp Phong Huy?n Ty Tam §o¹n CÈm”."	1	100
M¶nh S­¬ng Tinh Thanh Phong L÷ §¸i (1/6)	4	1272	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh S­¬ng Tinh Thanh Phong L÷ §¸i, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “S­¬ng Tinh Thanh Phong L÷ §¸i”."	1	100
M¶nh S­¬ng Tinh Thanh Phong L÷ §¸i (2/6)	4	1273	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh S­¬ng Tinh Thanh Phong L÷ §¸i, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “S­¬ng Tinh Thanh Phong L÷ §¸i”."	1	100
M¶nh S­¬ng Tinh Thanh Phong L÷ §¸i (3/6)	4	1274	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh S­¬ng Tinh Thanh Phong L÷ §¸i, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “S­¬ng Tinh Thanh Phong L÷ §¸i”."	1	100
M¶nh S­¬ng Tinh Thanh Phong L÷ §¸i (4/6)	4	1275	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh S­¬ng Tinh Thanh Phong L÷ §¸i, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “S­¬ng Tinh Thanh Phong L÷ §¸i”."	1	100
M¶nh S­¬ng Tinh Thanh Phong L÷ §¸i (5/6)	4	1276	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh S­¬ng Tinh Thanh Phong L÷ §¸i, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “S­¬ng Tinh Thanh Phong L÷ §¸i”."	1	100
M¶nh S­¬ng Tinh Thanh Phong L÷ §¸i (6/6)	4	1277	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh S­¬ng Tinh Thanh Phong L÷ §¸i, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “S­¬ng Tinh Thanh Phong L÷ §¸i”."	1	100
M¶nh L«i Khung Phong Tuy?t Thanh CÈm §¸i (1/6)	4	1278	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh L«i Khung Phong Tuy?t Thanh CÈm §¸i, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “L«i Khung Phong Tuy?t Thanh CÈm §¸i”."	1	100
M¶nh L«i Khung Phong Tuy?t Thanh CÈm §¸i (2/6)	4	1279	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh L«i Khung Phong Tuy?t Thanh CÈm §¸i, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “L«i Khung Phong Tuy?t Thanh CÈm §¸i”."	1	100
M¶nh L«i Khung Phong Tuy?t Thanh CÈm §¸i (3/6)	4	1280	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh L«i Khung Phong Tuy?t Thanh CÈm §¸i, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “L«i Khung Phong Tuy?t Thanh CÈm §¸i”."	1	100
M¶nh L«i Khung Phong Tuy?t Thanh CÈm §¸i (4/6)	4	1281	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh L«i Khung Phong Tuy?t Thanh CÈm §¸i, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “L«i Khung Phong Tuy?t Thanh CÈm §¸i”."	1	100
M¶nh L«i Khung Phong Tuy?t Thanh CÈm §¸i (5/6)	4	1282	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh L«i Khung Phong Tuy?t Thanh CÈm §¸i, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “L«i Khung Phong Tuy?t Thanh CÈm §¸i”."	1	100
M¶nh L«i Khung Phong Tuy?t Thanh CÈm §¸i (6/6)	4	1283	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh L«i Khung Phong Tuy?t Thanh CÈm §¸i, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “L«i Khung Phong Tuy?t Thanh CÈm §¸i”."	1	100
M¶nh Vô Hoan Thanh ¶nh Huy?n Ngäc Béi (1/6)	4	1284	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Vô Hoan Thanh ¶nh Huy?n Ngäc Béi, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Vô Hoan Thanh ¶nh Huy?n Ngäc Béi”."	1	100
M¶nh Vô Hoan Thanh ¶nh Huy?n Ngäc Béi (2/6)	4	1285	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Vô Hoan Thanh ¶nh Huy?n Ngäc Béi, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Vô Hoan Thanh ¶nh Huy?n Ngäc Béi”."	1	100
M¶nh Vô Hoan Thanh ¶nh Huy?n Ngäc Béi (3/6)	4	1286	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Vô Hoan Thanh ¶nh Huy?n Ngäc Béi, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Vô Hoan Thanh ¶nh Huy?n Ngäc Béi”."	1	100
M¶nh Vô Hoan Thanh ¶nh Huy?n Ngäc Béi (4/6)	4	1287	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Vô Hoan Thanh ¶nh Huy?n Ngäc Béi, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Vô Hoan Thanh ¶nh Huy?n Ngäc Béi”."	1	100
M¶nh Vô Hoan Thanh ¶nh Huy?n Ngäc Béi (5/6)	4	1288	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Vô Hoan Thanh ¶nh Huy?n Ngäc Béi, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Vô Hoan Thanh ¶nh Huy?n Ngäc Béi”."	1	100
M¶nh Vô Hoan Thanh ¶nh Huy?n Ngäc Béi (6/6)	4	1289	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Vô Hoan Thanh ¶nh Huy?n Ngäc Béi, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Vô Hoan Thanh ¶nh Huy?n Ngäc Béi”."	1	100
Thanh ®ång ®Ønh	4	1290	\spr\item\questkey\taskobj081.spr	41	1	1	"T?n vËt ho¹t ®éng bang héi, ch? t¹o t? thanh ®ång<enter><color=yellow>VËt phÈm quan träng"	1	0
LÖnh Bµi Tr­êng Ca M«n miÔn ph?	4	1291	\spr\item\questkey\006.spr	352	1	1	(IB) LÖnh bµi ra vµo cÊm ®?a Tr­êng Ca M«n	1	0
M¶nh Hång ¶nh TrÇm Viªn V·n Tóy (1/6)	4	1292	\spr\item\citydefence\fragment.spr	347	1	1	"M¶nh Hång ¶nh TrÇm Viªn V·n Tóy, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Hång ¶nh TrÇm Viªn V·n Tóy”."	1	0
M¶nh Hång ¶nh TrÇm Viªn V·n Tóy (2/6)	4	1293	\spr\item\citydefence\fragment.spr	347	1	1	"M¶nh Hång ¶nh TrÇm Viªn V·n Tóy, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Hång ¶nh TrÇm Viªn V·n Tóy”."	1	0
M¶nh Hång ¶nh TrÇm Viªn V·n Tóy (3/6)	4	1294	\spr\item\citydefence\fragment.spr	347	1	1	"M¶nh Hång ¶nh TrÇm Viªn V·n Tóy, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Hång ¶nh TrÇm Viªn V·n Tóy”."	1	0
M¶nh Hång ¶nh TrÇm Viªn V·n Tóy (4/6)	4	1295	\spr\item\citydefence\fragment.spr	347	1	1	"M¶nh Hång ¶nh TrÇm Viªn V·n Tóy, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Hång ¶nh TrÇm Viªn V·n Tóy”."	1	0
M¶nh Hång ¶nh TrÇm Viªn V·n Tóy (5/6)	4	1296	\spr\item\citydefence\fragment.spr	347	1	1	"M¶nh Hång ¶nh TrÇm Viªn V·n Tóy, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Hång ¶nh TrÇm Viªn V·n Tóy”."	1	0
M¶nh Hång ¶nh TrÇm Viªn V·n Tóy (6/6)	4	1297	\spr\item\citydefence\fragment.spr	347	1	1	"M¶nh Hång ¶nh TrÇm Viªn V·n Tóy, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Hång ¶nh TrÇm Viªn V·n Tóy”."	1	0
M¶nh Hång ¶nh Ki?m Qua T©y Ph­¬ng (1/6)	4	1298	\spr\item\citydefence\fragment.spr	347	1	1	"M¶nh Hång ¶nh Ki?m Qua T©y Ph­¬ng, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Hång ¶nh Ki?m Qua T©y Ph­¬ng”."	1	0
M¶nh Hång ¶nh Ki?m Qua T©y Ph­¬ng (2/6)	4	1299	\spr\item\citydefence\fragment.spr	347	1	1	"M¶nh Hång ¶nh Ki?m Qua T©y Ph­¬ng, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Hång ¶nh Ki?m Qua T©y Ph­¬ng”."	1	0
M¶nh Hång ¶nh Ki?m Qua T©y Ph­¬ng (3/6)	4	1300	\spr\item\citydefence\fragment.spr	347	1	1	"M¶nh Hång ¶nh Ki?m Qua T©y Ph­¬ng, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Hång ¶nh Ki?m Qua T©y Ph­¬ng”."	1	0
M¶nh Hång ¶nh Ki?m Qua T©y Ph­¬ng (4/6)	4	1301	\spr\item\citydefence\fragment.spr	347	1	1	"M¶nh Hång ¶nh Ki?m Qua T©y Ph­¬ng, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Hång ¶nh Ki?m Qua T©y Ph­¬ng”."	1	0
M¶nh Hång ¶nh Ki?m Qua T©y Ph­¬ng (5/6)	4	1302	\spr\item\citydefence\fragment.spr	347	1	1	"M¶nh Hång ¶nh Ki?m Qua T©y Ph­¬ng, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Hång ¶nh Ki?m Qua T©y Ph­¬ng”."	1	0
M¶nh Hång ¶nh Ki?m Qua T©y Ph­¬ng (6/6)	4	1303	\spr\item\citydefence\fragment.spr	347	1	1	"M¶nh Hång ¶nh Ki?m Qua T©y Ph­¬ng, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Hång ¶nh Ki?m Qua T©y Ph­¬ng”."	1	0
M¶nh Hång ¶nh Môc Tóc T­¬ng Vong (1/6)	4	1304	\spr\item\citydefence\fragment.spr	347	1	1	"M¶nh Hång ¶nh Môc Tóc T­¬ng Vong, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Hång ¶nh Môc Tóc T­¬ng Vong”."	1	0
M¶nh Hång ¶nh Môc Tóc T­¬ng Vong (2/6)	4	1305	\spr\item\citydefence\fragment.spr	347	1	1	"M¶nh Hång ¶nh Môc Tóc T­¬ng Vong, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Hång ¶nh Môc Tóc T­¬ng Vong”."	1	0
M¶nh Hång ¶nh Môc Tóc T­¬ng Vong (3/6)	4	1306	\spr\item\citydefence\fragment.spr	347	1	1	"M¶nh Hång ¶nh Môc Tóc T­¬ng Vong, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Hång ¶nh Môc Tóc T­¬ng Vong”."	1	0
M¶nh Hång ¶nh Môc Tóc T­¬ng Vong (4/6)	4	1307	\spr\item\citydefence\fragment.spr	347	1	1	"M¶nh Hång ¶nh Môc Tóc T­¬ng Vong, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Hång ¶nh Môc Tóc T­¬ng Vong”."	1	0
M¶nh Hång ¶nh Môc Tóc T­¬ng Vong (5/6)	4	1308	\spr\item\citydefence\fragment.spr	347	1	1	"M¶nh Hång ¶nh Môc Tóc T­¬ng Vong, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Hång ¶nh Môc Tóc T­¬ng Vong”."	1	0
M¶nh Hång ¶nh Môc Tóc T­¬ng Vong (6/6)	4	1309	\spr\item\citydefence\fragment.spr	347	1	1	"M¶nh Hång ¶nh Môc Tóc T­¬ng Vong, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Hång ¶nh Môc Tóc T­¬ng Vong”."	1	0
M¶nh Hång ¶nh Hång Tô Chiªu (1/6)	4	1310	\spr\item\citydefence\fragment.spr	347	1	1	"M¶nh Hång ¶nh Hång Tô Chiªu, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Hång ¶nh Hång Tô Chiªu”."	1	0
M¶nh Hång ¶nh Hång Tô Chiªu (2/6)	4	1311	\spr\item\citydefence\fragment.spr	347	1	1	"M¶nh Hång ¶nh Hång Tô Chiªu, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Hång ¶nh Hång Tô Chiªu”."	1	0
M¶nh Hång ¶nh Hång Tô Chiªu (3/6)	4	1312	\spr\item\citydefence\fragment.spr	347	1	1	"M¶nh Hång ¶nh Hång Tô Chiªu, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Hång ¶nh Hång Tô Chiªu”."	1	0
M¶nh Hång ¶nh Hång Tô Chiªu (4/6)	4	1313	\spr\item\citydefence\fragment.spr	347	1	1	"M¶nh Hång ¶nh Hång Tô Chiªu, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Hång ¶nh Hång Tô Chiªu”."	1	0
M¶nh Hång ¶nh Hång Tô Chiªu (5/6)	4	1314	\spr\item\citydefence\fragment.spr	347	1	1	"M¶nh Hång ¶nh Hång Tô Chiªu, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Hång ¶nh Hång Tô Chiªu”."	1	0
M¶nh Hång ¶nh Hång Tô Chiªu (6/6)	4	1315	\spr\item\citydefence\fragment.spr	347	1	1	"M¶nh Hång ¶nh Hång Tô Chiªu, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Hång ¶nh Hång Tô Chiªu”."	1	0
Hèi phiÕu	4	1316	\spr\item\questkey\yinpiao.spr	378	1	1	"Hèi phi?u do ti?n trang L©m An ph¸t hµnh, <enter>c? thÓ mang ®?n ti?n trang L©m An ®Ó ®æi 50 ngµn v¹n."	1	0
M¶nh thiªn th¹ch	4	1317	\spr\item\questkey\yunshisuipian1.spr	372	1	1	"Mét m¶nh thiªn th¹ch, dïng ®Ó chÕ t¹o b¶o vËt<enter>Nghe nãi ®©y lµ vËt ®Ó hîp thµnh <color=yellow> m¶nh Hoµng Kim thø 1<color>."	1	500
M¶nh thiªn th¹ch	4	1318	\spr\item\questkey\yunshisuipian2.spr	372	1	1	"Mét m¶nh thiªn th¹ch, dïng ®Ó chÕ t¹o b¶o vËt<enter>Nghe nãi ®©y lµ vËt ®Ó hîp thµnh <color=yellow> m¶nh Hoµng Kim thø 2<color>."	1	500
M¶nh thiªn th¹ch	4	1319	\spr\item\questkey\yunshisuipian3.spr	372	1	1	"Mét m¶nh thiªn th¹ch, dïng ®Ó chÕ t¹o b¶o vËt<enter>Nghe nãi ®©y lµ vËt ®Ó hîp thµnh <color=yellow> m¶nh Hoµng Kim thø 3<color>."	1	500
M¶nh thiªn th¹ch	4	1320	\spr\item\questkey\yunshisuipian4.spr	372	1	1	"Mét m¶nh thiªn th¹ch, dïng ®Ó chÕ t¹o b¶o vËt<enter>Nghe nãi ®©y lµ vËt ®Ó hîp thµnh <color=yellow> m¶nh Hoµng Kim thø 4<color>."	1	500
M¶nh thiªn th¹ch	4	1321	\spr\item\questkey\yunshisuipian5.spr	372	1	1	"Mét m¶nh thiªn th¹ch, dïng ®Ó chÕ t¹o b¶o vËt<enter>Nghe nãi ®©y lµ vËt ®Ó hîp thµnh <color=yellow> m¶nh Hoµng Kim thø 5<color>."	1	500
M¶nh thiªn th¹ch	4	1322	\spr\item\questkey\yunshisuipian6.spr	372	1	1	"Mét m¶nh thiªn th¹ch, dïng ®Ó chÕ t¹o b¶o vËt<enter>Nghe nãi ®©y lµ vËt ®Ó hîp thµnh <color=yellow> m¶nh Hoµng Kim thø 6<color>."	1	500
M¶nh thiªn th¹ch	4	1323	\spr\item\questkey\yunshisuipian7.spr	372	1	1	"Mét m¶nh thiªn th¹ch, dïng ®Ó chÕ t¹o b¶o vËt<enter>Nghe nãi ®©y lµ vËt ®Ó hîp thµnh <color=yellow> m¶nh Hoµng Kim thø 7<color>."	1	500
