Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼şÃû	¶ÔÓ¦Îï¼şË÷Òı	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåĞĞÊôĞÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµş·Å	»ù´¡ÊôĞÔ1ÀàĞÍ	»ù´¡ÊôĞÔ1×îĞ¡Öµ	»ù´¡ÊôĞÔ1×î´óÖµ	»ù´¡ÊôĞÔ2ÀàĞÍ	»ù´¡ÊôĞÔ2×îĞ¡Öµ	»ù´¡ÊôĞÔ2×î´óÖµ	»ù´¡ÊôĞÔ3ÀàĞÍ	»ù´¡ÊôĞÔ3×îĞ¡Öµ	»ù´¡ÊôĞÔ3×î´óÖµ	»ù´¡ÊôĞÔ4ÀàĞÍ	»ù´¡ÊôĞÔ4×îĞ¡Öµ	»ù´¡ÊôĞÔ4×î´óÖµ	»ù´¡ÊôĞÔ5ÀàĞÍ	»ù´¡ÊôĞÔ5×îĞ¡Öµ	»ù´¡ÊôĞÔ5×î´óÖµ	»ù´¡ÊôĞÔ6ÀàĞÍ	»ù´¡ÊôĞÔ6×îĞ¡Öµ	»ù´¡ÊôĞÔ6×î´óÖµ	»ù´¡ÊôĞÔ7ÀàĞÍ	»ù´¡ÊôĞÔ7×îĞ¡Öµ	»ù´¡ÊôĞÔ7×î´óÖµ	ĞèÇóÊôĞÔ1ÀàĞÍ	ĞèÇóÊôĞÔ1ÊıÖµ	ĞèÇóÊôĞÔ2ÀàĞÍ	ĞèÇóÊôĞÔ2ÊıÖµ	ĞèÇóÊôĞÔ3ÀàĞÍ	ĞèÇóÊôĞÔ3ÊıÖµ	ĞèÇóÊôĞÔ4ÀàĞÍ	ĞèÇóÊôĞÔ4ÊıÖµ	ĞèÇóÊôĞÔ5ÀàĞÍ	ĞèÇóÊôĞÔ5ÊıÖµ	ĞèÇóÊôĞÔ6ÀàĞÍ	ĞèÇóÊôĞÔ6ÊıÖµ
MÆt n¹ Th¸nh Gi¶ - C«n Lu©n	0	11	805	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1	0		2067	2067	139	2	2																											
MÆt n¹ chiÕn tr­êng Th¸nh Gi¶	0	11	806	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1	0				139	2	2																											
MÆt n¹ chiÕn tr­êng Th¸nh Gi¶ - ThiÕu L©m	0	11	807	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1	0		2058	2058	139	2	2																											
MÆt n¹ chiÕn tr­êng Th¸nh Gi¶ - Thiªn V­¬ng	0	11	808	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1	0		2059	2059	139	2	2																											
MÆt n¹ chiÕn tr­êng Th¸nh Gi¶ - Ngò §éc	0	11	809	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1	0		2060	2060	139	2	2																											
MÆt n¹ chiÕn tr­êng Th¸nh Gi¶ - §­êng M«n	0	11	810	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1	0		2061	2061	139	2	2																											
MÆt n¹ chiÕn tr­êng Th¸nh Gi¶ - Nga My	0	11	811	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1	0		2062	2062	139	2	2																											
MÆt n¹ chiÕn tr­êng Th¸nh Gi¶ - Thóy Yªn	0	11	812	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1	0		2063	2063	139	2	2																											
MÆt n¹ chiÕn tr­êng Th¸nh Gi¶ - Thiªn NhÉn	0	11	813	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1	0		2064	2064	139	2	2																											
MÆt n¹ chiÕn tr­êng Th¸nh Gi¶ - C¸i Bang	0	11	814	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1	0		2065	2065	139	2	2																											
MÆt n¹ chiÕn tr­êng Th¸nh Gi¶ - Vâ §ang	0	11	815	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1	0		2066	2066	139	2	2																											
MÆt n¹ chiÕn tr­êng Th¸nh Gi¶ - C«n Lu©n	0	11	816	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1	0		2067	2067	139	2	2																											
MÆt n¹ chiÕn tr­êng Hoµng Gi¶	0	11	817	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1	0				139	2	2	243	20	20																								
MÆt n¹ chiÕn tr­êng Hoµng Gi¶ - ThiÕu L©m	0	11	818	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1	0		2058	2058	139	2	2	243	20	20																								
MÆt n¹ chiÕn tr­êng Hoµng Gi¶ - Thiªn V­¬ng	0	11	819	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1	0		2059	2059	139	2	2	243	20	20																								
MÆt n¹ chiÕn tr­êng Hoµng Gi¶ - Ngò §éc	0	11	820	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1	0		2060	2060	139	2	2	243	20	20																								
MÆt n¹ chiÕn tr­êng Hoµng Gi¶ - §­êng M«n	0	11	821	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1	0		2061	2061	139	2	2	243	20	20																								
MÆt n¹ chiÕn tr­êng Hoµng Gi¶ - Nga My	0	11	822	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1	0		2062	2062	139	2	2	243	20	20																								
MÆt n¹ chiÕn tr­êng Hoµng Gi¶ - Thóy Yªn	0	11	823	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1	0		2063	2063	139	2	2	243	20	20																								
MÆt n¹ chiÕn tr­êng Hoµng Gi¶ - Thiªn NhÉn	0	11	824	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1	0		2064	2064	139	2	2	243	20	20																								
MÆt n¹ chiÕn tr­êng Hoµng Gi¶ - C¸i Bang	0	11	825	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1	0		2065	2065	139	2	2	243	20	20																								
MÆt n¹ chiÕn tr­êng Hoµng Gi¶ - Vâ §ang	0	11	826	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1	0		2066	2066	139	2	2	243	20	20																								
MÆt n¹ chiÕn tr­êng Hoµng Gi¶ - C«n Lu©n	0	11	827	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1	0		2067	2067	139	2	2	243	20	20																								
MÆt n¹ chiÕn tr­êng B¸ Gi¶	0	11	828	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1	0				139	1	1	243	20	20																								
MÆt n¹ chiÕn tr­êng B¸ Gi¶ - ThiÕu L©m	0	11	829	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1	0		2058	2058	139	1	1	243	20	20																								
MÆt n¹ chiÕn tr­êng B¸ Gi¶ - Thiªn V­¬ng	0	11	830	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1	0		2059	2059	139	1	1	243	20	20																								
MÆt n¹ chiÕn tr­êng B¸ Gi¶ - Ngò §éc	0	11	831	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1	0		2060	2060	139	1	1	243	20	20																								
MÆt n¹ chiÕn tr­êng B¸ Gi¶ - §­êng M«n	0	11	832	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1	0		2061	2061	139	1	1	243	20	20																								
MÆt n¹ chiÕn tr­êng B¸ Gi¶ - Nga My	0	11	833	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1	0		2062	2062	139	1	1	243	20	20																								
MÆt n¹ chiÕn tr­êng B¸ Gi¶ - Thóy Yªn	0	11	834	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1	0		2063	2063	139	1	1	243	20	20																								
MÆt n¹ chiÕn tr­êng B¸ Gi¶ - Thiªn NhÉn	0	11	835	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1	0		2064	2064	139	1	1	243	20	20																								
MÆt n¹ chiÕn tr­êng B¸ Gi¶ - C¸i Bang	0	11	836	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1	0		2065	2065	139	1	1	243	20	20																								
MÆt n¹ chiÕn tr­êng B¸ Gi¶ - Vâ §ang	0	11	837	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1	0		2066	2066	139	1	1	243	20	20																								
MÆt n¹ chiÕn tr­êng B¸ Gi¶ - C«n Lu©n	0	11	838	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1	0		2067	2067	139	1	1	243	20	20																								
MÆt N¹-NhËm Doanh Doanh	0	11	839	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1123	1123																														
MÆt N¹-Chu ChØ Nh­îc	0	11	840	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1044	1044																														
MÆt n¹ - Sãi ®á 	0	11	841	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		6	6																														
MÆt n¹ - Hång Hå 	0	11	842	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		10	10																														
MÆt n¹ - Nhİm	0	11	843	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		12	12																														
MÆt n¹ - Voi Ch©u ¸ 	0	11	844	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		13	13																														
MÆt n¹ -Tr©u rõng	0	11	845	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		17	17																														
MÆt n¹ - Ho¸n Hïng 	0	11	846	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		33	33																														
Ò×ÈİÃæ¾ß-´óÍ·ÍŞÍŞ	0	11	847	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		726	726																														
Ò×ÈİÃæ¾ß-ÎèÄÏÊ¨×Ó	0	11	848	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		727	727																														
Ò×ÈİÃæ¾ß-Îè±±Ê¨×Ó	0	11	849	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		728	728																														
Ò×ÈİÃæ¾ß-ÎèÁúÖé	0	11	850	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		729	729																														
Ò×ÈİÃæ¾ß-ÎèÁúÍ·	0	11	851	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		730	730																														
Ò×ÈİÃæ¾ß-ÎèÁúÉí	0	11	852	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		731	731																														
Ò×ÈİÃæ¾ß-ÎèÁúÎ²	0	11	853	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		732	732																														
MÆt n¹ - T©n Niªn HiÖp Kh¸ch	0	11	854	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1122	1122																														
MÆt n¹ - T©n Niªn HiÖp N÷ 	0	11	855	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1123	1123																														
MÆt n¹ h»ng nga	0	11	856	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1456	1456																														
MÆt n¹ - HËu NghÖ	0	11	857	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1457	1457																														
Ò×ÈİÃæ¾ß-÷è÷ë	0	11	858	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1251	1251																														
Ò×ÈİÃæ¾ß-ĞìÄº	0	11	859	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		2088	2088																														
Ò×ÈİÃæ¾ß-İşÜ¿Ã¼	0	11	860	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		2091	2091																														
Ò×ÈİÃæ¾ß-İşê»Ìì	0	11	861	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		2096	2096																														
Ò×ÈİÃæ¾ß-ÄÏ¹¬¾ø	0	11	862	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		2098	2098																														
Ò×ÈİÃæ¾ß-¸µÈØ	0	11	863	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		2117	2117																														
Ò×ÈİÃæ¾ß-Ğ¡Ô²×Ó	0	11	864	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		2118	2118																														
Ò×ÈİÃæ¾ß-Îâ¸Õ	0	11	865	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		57	57	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ h»ng nga	0	11	866	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1456	1456	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - HËu NghÖ	0	11	867	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1457	1457	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
Ò×ÈİÃæ¾ß-ÓñÍÃ	0	11	868	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1124	1124	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - Kim §iªu	0	11	869	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		26	26	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - ThiÕu Niªn L«i KiÕm	0	11	870	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1	0		1056	1056																														
MÆt n¹ - ThiÕu Niªn TiÕu S­¬ng	0	11	871	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1	0		1057	1057																														
MÆt n¹ - ThiÕu Niªn Háa NhËn	0	11	872	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1	0		1058	1058																														
MÆt n¹ - ThiÕu Niªn H¶i §­êng	0	11	873	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1	0		1059	1059																														
MÆt n¹ - ThiÕu Niªn Kim Phong	0	11	874	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1	0		1060	1060																														
MÆt n¹ - Thanh Niªn L«i KiÕm	0	11	875	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1	0		1043	1043																														
MÆt n¹ - Thanh Niªn TiÕu S­¬ng	0	11	876	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1	0		1044	1044																														
MÆt n¹ - Thanh Niªn Háa NhËn	0	11	877	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1	0		1045	1045																														
MÆt n¹ - Thanh Niªn H¶i §­êng	0	11	878	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1	0		1046	1046																														
MÆt n¹ - Thanh Niªn Kim Phong	0	11	879	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1	0		1047	1047																														
MÆt n¹ - Cæ TruyÒn	0	11	880	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1572	1572																														
MÆt n¹ - ¸o Dµi	0	11	881	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1573	1573																														
MÆt n¹ DŞ Dung - Thanh TuyÖt Y	0	11	882	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Dïng ph­¬ng ph¸p mÆt n¹ DŞ Dung, trang bŞ tíi r·nh trang bŞ cã thÓ biÕn thµnh h×nh d¸ng cña Thanh TuyÖt hiÖp kh¸ch.		0	1	0		2186	2186																			38	0										
MÆt n¹ DŞ Dung - B¨ng Tinh QuÇn	0	11	883	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Dïng ph­¬ng ph¸p mÆt n¹ DŞ Dung, trang bŞ tíi r·nh trang bŞ cã thÓ biÕn thµnh h×nh d¸ng cña B¨ng Tinh hiÖp n÷.		0	1	0		2187	2187																			38	1										
MÆt N¹ DŞ Dung-§¹i TuyÕt Nh©n	0	11	884	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		2220	2220																														
MÆt N¹ DŞ Dung-C¬ Gi¸p Thó	0	11	885	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1896	1896																														
Hoa S¬n KiÕm - chiÕn tr­êng ThËp Nh©n §Şch.	0	11	886	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i.	5	100	1	0																																	
Hoa S¬n Khİ - chiÕn tr­êng ThËp Nh©n §Şch.	0	11	887	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i.	5	100	1	0																																	
Hoa S¬n KiÕm - chiÕn tr­êng B¸ch Nh©n §Şch.	0	11	888	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i.	5	100	1	0																																	
