Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼şÃû	¶ÔÓ¦Îï¼şË÷Òı	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåĞĞÊôĞÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµş·Å	½Å±¾Ãû(²ÎÊı1)	¼¼ÄÜID£¨²ÎÊı1£©	²ÎÊı2(ÊÍ·¨ÀàĞÍ)	²ÎÊı3(ÊÇ·ñ¹ã²¥)	²ÎÊı4(ÊÇ·ñÓĞµÈ¼¶¸ÅÄî)	²ÎÊı5(ÊÇ·ñ¿É·Å¿ì½İÀ¸)	Target	ÎïÆ·×î´óµş·ÅÖµ	ÒªÇóµÈ¼¶ÏàÍ¬	ÒªÇóÎåĞĞÏàÍ¬	ÒªÇóĞÒÔËÏàÍ¬	ÒªÇóMagicLevel1ÏàÍ¬	ÒªÇóMagicLevel2ÏàÍ¬	ÒªÇóMagicLevel3ÏàÍ¬	ÒªÇóMagicLevel4ÏàÍ¬	ÒªÇóMagicLevel5ÏàÍ¬	ÒªÇóMagicLevel6ÏàÍ¬	µÀ¾ß¶îÍâ²ÎÊı1	µÀ¾ß¶îÍâ²ÎÊı2	µÀ¾ß¶îÍâ²ÎÊı3	µÀ¾ß¶îÍâ²ÎÊı4	µÀ¾ß¶îÍâ²ÎÊı5	µÀ¾ß¶îÍâ²ÎÊı6
Ngäc Trïng Sinh	6	1	4476	\spr\item\script\zhuanshendan.spr	41	1	1	Dïng ®Ó nép cho Kim S¬n Ch­ëng M«n NPC tøc lµ Trïng Sinh 7, 8.		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
bİ quyÕt Trïng Sinh 7 - b¶n hoµn chØnh.	6	1	4477	\spr\item\questkey\obj_item_lection.spr	341	1	1	Nép cho Kim S¬n Ch­ëng M«n tiÕn hµnh Trïng Sinh 7.		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
bİ quyÕt Trïng Sinh 7 - ch­a kiÓm ®Şnh.	6	1	4478	\spr\item\7zhuan\mijue3.spr	341	1	1	nhÊn sö dông cã thÓ lùa chän nhËn mét trang bİ quyÕt Trïng Sinh 7.		0	1	1	\script\task\metempsychosis\item\jue_undentify.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
bİ quyÕt Trïng Sinh 7 - trang b×a.	6	1	4479	\spr\item\7zhuan\mijue4.spr	341	1	1	më kiÓm tra b¶y ph­¬ng ph¸p thu thËp ph©n trang bİ quyÕt Trïng Sinh 7, dïng ®Ó hîp thµnh [ bİ quyÕt Trïng Sinh 7 - b¶n hoµn chØnh]		0	1	1	\script\task\metempsychosis\item\fengye.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
bİ quyÕt Trïng Sinh 7 - trang ®Çu.	6	1	4480	\spr\item\7zhuan\mijue2.spr	341	1	1	trang thø nhÊt cña bİ quyÕt Trïng Sinh 7, dïng ®Ó hîp thµnh [bİ quyÕt Trïng Sinh 7 - b¶n hoµn chØnh]		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
bİ quyÕt Trïng Sinh 7 - trang thø 2.	6	1	4481	\spr\item\7zhuan\mijue2.spr	341	1	1	trang thø hai cña bİ quyÕt Trïng Sinh 7, dïng ®Ó hîp thµnh [bİ quyÕt Trïng Sinh 7- b¶n hoµn chØnh]		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
bİ quyÕt Trïng Sinh 7 - trang thø 3.	6	1	4482	\spr\item\7zhuan\mijue2.spr	341	1	1	trang thø ba cña bİ quyÕt Trïng Sinh 7, dïng ®Ó hîp thµnh [ bİ quyÕt Trïng Sinh 7 - b¶n hoµn chØnh]		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
bİ quyÕt Trïng Sinh 7 - trang thø 4.	6	1	4483	\spr\item\7zhuan\mijue2.spr	341	1	1	trang thø t­ cña bİ quyÕt Trïng Sinh 7, dïng ®Ó hîp thµnh[bİ quyÕt Trïng Sinh 7 - b¶n hoµn chØnh]		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
bİ quyÕt Trïng Sinh 7 - trang thø 5.	6	1	4484	\spr\item\7zhuan\mijue2.spr	341	1	1	trang thø n¨m cña bİ quyÕt Trïng Sinh 7, dïng ®Ó hîp thµnh[ bİ quyÕt Trïng Sinh 7- b¶n hoµn chØnh]		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
bİ quyÕt Trïng Sinh 7 - trang thø 6.	6	1	4485	\spr\item\7zhuan\mijue2.spr	341	1	1	trang thø s¸u cña bİ quyÕt Trïng Sinh 7, dïng ®Ó hîp thµnh [bİ quyÕt Trïng Sinh 7- b¶n hoµn chØnh]		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
bİ quyÕt Trïng Sinh 7 - trang thø 7.	6	1	4486	\spr\item\7zhuan\mijue2.spr	341	1	1	trang thø b¶y cña bİ quyÕt Trïng Sinh 7, dïng ®Ó hîp thµnh[ bİ quyÕt Trïng Sinh 7- b¶n hoµn chØnh]		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
Bøc th­ cña Vâ L©m TruyÒn Nh©n.	6	1	4487	\spr\item\questkey\card_all.spr	41	1	1	trong bøc th­ cã ®Ò cËp ®Õn bİ quyÕt Trïng Sinh 7, h·y mau t×m chç cã İt ng­êi më ra xem ®i.		0	1	1	\script\task\metempsychosis\item\wulinren_xinfeng.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
Gièng ®Ëu ®á	6	1	4488	\spr\item\questkey\seed_crystal.spr	41	1	1	Sö dông chuét ph¶i, cã thÓ trång mÇm ®Ëu ®á.		0	1	1	\script\activitysys\config\50\item_seed.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
H¹t Gièng Hoa Hång	6	1	4489	\spr\item\questkey\seed_rose.spr	41	1	1	Sö dông chuét ph¶i, cã thÓ trång mÇm hoa hång.		0	1	1	\script\activitysys\config\50\item_seed.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
mét tói h¹t gièng hoa hång.	6	1	4490	\spr\item\obj_item_jixiang.spr	41	1	1	Sö dông chuét ph¶i, cã thÓ nhËn ®­îc 50 h¹t gièng hoa hång.		0	1	0	\script\item\activityitem.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
§Ëu Hång	6	1	4491	\spr\item\script\tangchaolizi.spr	41	1	1	Sö dông chuét ph¶i nhËn ®­îc phÇn th­ëng.		0	1	1	\script\item\activityitem.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Hoa hång	6	1	4492	\spr\item\questkey\flower.spr	41	1	1	Sö dông chuét ph¶i nhËn ®­îc phÇn th­ëng.		0	1	1	\script\item\activityitem.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Bao l× x× ®á	6	1	4493	\spr\item\questkey\obj_item_burseb.spr	41	1	1	Sö dông chuét ph¶i nhËn ®­îc quµ tÆng cña ThÇn tµi.		0	1	1	\script\item\activityitem.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
Nh¸nh c©y ®µo.	6	1	4494	\spr\item\script\huangjinshuzhi.spr	41	1	1	Cïng víi nh¸nh c©y mai giao nép cho §¹i Sù L·o L·o cã thÓ nhËn ®­îc phÇn th­ëng.		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
Nh¸nh mai	6	1	4495	\spr\item\script\spring2010\meishuzhi.spr	41	1	1	Cïng víi nh¸nh c©y ®µo giao nép cho §¹i Sù L·o L·o cã thÓ nhËn ®­îc phÇn th­ëng.		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
C©y bót	6	1	4496	\spr\item\script\201107\zihaobi.spr	41	1	1	Mêi Gi¸o Th­ Tiªn Sinh viÕt vËt phÈm cÇn thiÕt c©u ®èi.		0	1	1	\script\item\noscript.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
GiÊy hång	6	1	4497	\spr\item\vietnam\midautumn06\paper_red.spr	41	1	1	Mêi Gi¸o Th­ Tiªn Sinh viÕt vËt phÈm cÇn thiÕt c©u ®èi.		0	1	1	\script\item\noscript.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
r­îu N÷ Nhi Hång tuyÖt h¶o.	6	1	4498	\spr\item\questkey\taskobj071.spr	41	1	1	Bót l«ng vµ giÊy ®á nép cho Gi¸o Th­ Tiªn Sinh, cã thÓ nhËn ®­îc c©u ®èi b¶y ch÷. 		0	1	1	\script\item\noscript.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
mét chum r­îu N÷ Nhi Hång tuyÖt h¶o.	6	1	4499	\spr\item\script\baoxiang_yin.spr	41	1	1	Sö dông chuét ph¶i, cã thÓ nhËn ®­îc 50 chum r­îu N÷ Nhi Hång tuyÖt h¶o.		0	1	0	\script\item\activityitem.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
C©u ®èi 5 ch÷.	6	1	4500	\spr\item\script\lipinquan_20.spr	41	1	1	Sö dông chuét ph¶i, cã thÓ nhËn phÇn th­ëng.		0	1	1	\script\item\activityitem.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
C©u ®èi b¶y ch÷	6	1	4501	\spr\item\script\lipinquan_20.spr	41	1	1	Sö dông chuét ph¶i, cã thÓ nhËn phÇn th­ëng.		0	1	1	\script\item\activityitem.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
ThÒ Non HÑn BiÓn	6	1	4502	\spr\item\script\vanlentine2007\pure_rose.spr	41	1	1	Sö dông cho ng­êi m×nh th­¬ng nhí, bµy tá t×nh yªu ¸i mé.		0	1	0	\script\activitysys\config\50\item_love.lua	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0						
±ù¿é	6	1	4503	\spr\item\script\other\anniversary20\xueshanbingjin.spr	41	1	1	°ïĞ¡¶¹¶¹²É¼¯µÄ±ù¿é£¬¸Ï½ôËÍ¹ıÈ¥²»È»¾Í»¯ÁË¡£		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
Å¯ĞÄÀñ°ü	6	1	4504	\spr\item\script\weizhulibao.spr	41	1	1	ËÍÄãÒ»·İ¶¬ÈÕµÄÎÂÅ¯¡£		0	1	1	\script\activitysys\config\147\item_hotpackage.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
Ê³²Ä°ü	6	1	4505	\spr\item\obj_item_jixiang.spr	41	1	1	¿ªÆô¿ÉËæ»ú»ñµÃ3·İÖÆ×÷À°°ËÖàµÄÊ³²Ä¡£		0	1	1	\script\activitysys\config\147\item_foods.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
°Ë±¦Ã×	6	1	4506	\spr\item\mid_autumn\zhongqiuwupin.spr	41	1	1	ÖÆ×÷À°°ËÖàµÄÊ³²ÄÖ®Ò»¡£		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
Ü¿¶¹	6	1	4507	\spr\item\mid_autumn\zhongqiuwupin.spr	41	1	1	ÖÆ×÷À°°ËÖàµÄÊ³²ÄÖ®Ò»¡£		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
§Ëu Hång	6	1	4508	\spr\item\mid_autumn\zhongqiuwupin.spr	41	1	1	ÖÆ×÷À°°ËÖàµÄÊ³²ÄÖ®Ò»¡£		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
H¹t sen  	6	1	4509	\spr\item\mid_autumn\zhongqiuwupin.spr	41	1	1	ÖÆ×÷À°°ËÖàµÄÊ³²ÄÖ®Ò»¡£		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
¹ğÔ²	6	1	4510	\spr\item\mid_autumn\zhongqiuwupin.spr	41	1	1	ÖÆ×÷À°°ËÖàµÄÊ³²ÄÖ®Ò»¡£		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
 §Ëu Phéng	6	1	4511	\spr\item\mid_autumn\zhongqiuwupin.spr	41	1	1	ÖÆ×÷À°°ËÖàµÄÊ³²ÄÖ®Ò»¡£		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
T¸o ®á	6	1	4512	\spr\item\mid_autumn\zhongqiuwupin.spr	41	1	1	ÖÆ×÷À°°ËÖàµÄÊ³²ÄÖ®Ò»¡£		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
À°Èâ	6	1	4513	\spr\item\mid_autumn\zhongqiuwupin.spr	41	1	1	ÖÆ×÷À°°ËÖàµÄÊ³²ÄÖ®Ò»¡£		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
°×ÌÇ	6	1	4514	\spr\item\mid_autumn\zhongqiuwupin.spr	41	1	1	ÖÆ×÷À°°ËÖàµÄÊ³²ÄÖ®Ò»¡£		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
Ï¸ÑÎ	6	1	4515	\spr\item\mid_autumn\zhongqiuwupin.spr	41	1	1	ÖÆ×÷À°°ËÖàµÄÊ³²ÄÖ®Ò»¡£		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
ÏãÌğÀ°°ËÖà	6	1	4516	\spr\item\qixi_2006\qiaoshi.spr	41	1	1	ÌğÎ¶¶ùµÄÀ°°ËÖà£¬Àñ¹Ù¡¢ÕÆµÆ¹¬Å®¡¢Äôß±³¾¡¢»Ê³ÇË¾Ìáµã¹Ù»áÏ²»¶µÄ¡£		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
ÏÌÏÊÀ°°ËÖà	6	1	4517	\spr\item\medecine\obj-potion20.spr	41	1	1	ÏÌÎ¶¶ùµÄÀ°°ËÖà£¬Áú¶ù¡¢Ä«Ê¯ÀÏÈË¡¢ÁúÃÅïÚÊ¦¡¢Áã··»áÏ²»¶µÄ¡£		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
³à¶¹	6	1	4518	\spr\item\script\tangchaolizi.spr	41	1	1	¿ÉÒÔ¶Ô¶ñ¹íÔì³É¼«´óÉËº¦¡£		0	1	1	\script\activitysys\config\147\item_chidou.lua	0	1	1	0	1	1	50	0	0	0	0	0	0	0	0	0						
²ĞÈ±«‘«]ç÷	6	1	4519	\spr\item\script\lingshi.spr	41	1	1	²ĞÈ±µÄ«‘«]ç÷£¬ÒÀÈ»ÒşÒş¿É¼û¹â²ÊÁ÷×ª¡£		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
À°°ËËâ	6	1	4520	\spr\item\script\labasuan.spr	41	1	1	À°°Ë½Ú±Ø±¸µÄ´«Í³Ê³Æ·£¬¿ÚÎ¶ÓĞµãÖØ¡£		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
«‘«]ç÷	6	1	4521	\spr\item\script\qicaisuiyu.spr	41	1	1	Ï¸ÄåÓ¨Èó£¬¹â²ÊÁ÷×ª£¬¿ÉÓë»î¶¯´óÊ¹¶Ò»»Ç¬À¤Åùö¨µ¯¡£		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
Cµn Kh«n Phİch LŞch §¬n	6	1	4522	\spr\item\script\zijinzhendan.spr	41	1	1	¿ÉÓÃÀ´´ò°Ü¶ñÀÇ×óÊ¹£¬»ñµÃ½±Àø,¶ñÀÇ×óÊ¹ÔÚ¶ñÀÇ¹ÈÖĞ£¬´Ó³ÇÊĞ³µ·òÄÇÀï¿ÉÒÔ½øÈë¶ñÀÇ¹È£¬Äã¿ÉÒÔÈ¥ÁÙ°²»òãê¾©µÄ»î¶¯´óÊ¹ÄÇ´òÌı´òÌı<enter>»î¶¯½ØÖ¹ÈÕÆÚ2015Äê2ÔÂ1ÈÕ		0	1	1	\script\activitysys\config\147\item_pilidan.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
Giá Tr¸i C©y	6	1	4523	\spr\item\script\shuiguolan.spr	41	1	1	Dïng ®ùng c¸c lo¹i tr¸i c©y		0	1	1	\script\item\noscript.lua	0	1	1	0	0		250	0	0	0	0	0	0	0	0	0						
M·ng CÇu	6	1	4524	\spr\item\script\manggou.spr	41	1	1	Dïng ®Ó ghĞp M©m Ngò Qu¶ vµ M©m Ngò Qu¶ §Æc BiÖt		0	1	1	\script\item\noscript.lua	0	1	1	0	0		250	0	0	0	0	0	0	0	0	0						
Dõa	6	1	4525	\spr\item\script\spring2010\yezi.spr	41	1	1	Dïng ®Ó ghĞp M©m Ngò Qu¶ vµ M©m Ngò Qu¶ §Æc BiÖt		0	1	1	\script\item\noscript.lua	0	1	1	0	0		250	0	0	0	0	0	0	0	0	0						
§u ®ñ	6	1	4526	\spr\item\script\spring2010\yezi.spr	41	1	1	Dïng ®Ó ghĞp M©m Ngò Qu¶ vµ M©m Ngò Qu¶ §Æc BiÖt		0	1	1	\script\item\noscript.lua	0	1	1	0	0		250	0	0	0	0	0	0	0	0	0						
Xoµi	6	1	4527	\spr\item\script\spring2010\yezi.spr	41	1	1	Dïng ®Ó ghĞp M©m Ngò Qu¶ vµ M©m Ngò Qu¶ §Æc BiÖt		0	1	1	\script\item\noscript.lua	0	1	1	0	0		250	0	0	0	0	0	0	0	0	0						
Sung	6	1	4528	\spr\item\script\fuyouguo.spr	41	1	1	Dïng ®Ó ghĞp M©m Ngò Qu¶		0	1	1	\script\item\noscript.lua	0	1	1	0	0		250	0	0	0	0	0	0	0	0	0						
Tr¸i d­a	6	1	4529	\spr\item\qixi_2006\huagua.spr	41	1	1	Dïng ®Ó ghĞp M©m Ngò Qu¶ §Æc BiÖt		0	1	1	\script\item\noscript.lua	0	1	1	0	0		250	0	0	0	0	0	0	0	0	0						
M©m Ngò Qu¶	6	1	4530	\spr\item\script\wuguobaiyinpan.spr	41	1	1	Sau khi sö dông sÏ nhËn ®­îc phÇn th­ëng		0	1	1	\script\item\noscript.lua	0	1	1	0	0		250	0	0	0	0	0	0	0	0	0						
M©m Ngò Qu¶ §Æc BiÖt	6	1	4531	\spr\item\script\wuguohuangjinpan.spr	41	1	1	Sau khi sö dông sÏ nhËn ®­îc phÇn th­ëng		0	1	1	\script\item\noscript.lua	0	1	1	0	0		250	0	0	0	0	0	0	0	0	0						
ËÎ½ğ¹¦Ñ«ÕÂÀñ°ü	6	1	4532	\spr\item\script\qingming_jieri\200903\wanhuafudai.spr	41	1	1	´ò¿ª»ñµÃÆÆËéµÄËÎ½ğ¹¦Ñ«ÕÂ*5¡£		0	1	0	\script\item\item_songjingongxunlibao.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
LÔ Bao m¶nh T­ Qu¸ Nhai.	6	1	4533	\spr\item\questkey\taskobj076.spr	424	1	1	Trong T­ Qu¸ Nhai th¹ch quËt ®µo ®­îc m·nh kú qu¸i, phiÕn trªn cã viÕt ch÷ thÇn bİ khã mµ ph©n biÖt ®­îc.		0	1	0	\script\missions\siguoya\item\siguoya_fragment.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
LÔ Bao Tiªu Côc	6	1	4534	\spr\item\twzhuanyun\zhuanyunbao_big.spr	448	1	1	TÆng Tiªu S­ cÇn cï.		0	1	0	\script\event\longmenbiaoju\item_biaojulibao.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
M¶nh Tinh Tinh Kho¸ng.	6	1	4535	\spr\item\script\item_xuanjingkuangshi.spr	425	1	1	M¶nh Tinh Tinh Kho¸ng, tËp hîp ®ñ 10 m¶nh cã thÓ hîp thµnh mét m¶nh Tinh Tinh Kho¸ng kh«ng nguyªn chÊt.		0	1	1	\script\event\longmenbiaoju\item_jingjingkuang_piece.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
M¶nh Tinh ThiÕt Kho¸ng	6	1	4536	\spr\item\questkey\taskobj125.spr	41	1	1	 M¶nh Tinh ThiÕt Kho¸ng, tËp hîp ®ñ 10 m¶nh cã thÓ hîp thµnh mét m¶nh Tinh ThiÕt Kho¸ng kh«ng nguyªn chÊt.		0	1	1	\script\event\longmenbiaoju\item_jingtiekuang_piece.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Tinh Tinh Kho¸ng kh«ng nguyªn chÊt.	6	1	4537	\spr\item\christmas\high_blue.spr	333	1	1	NhÊn chuét ph¶i sö dông cã thÓ nhËn ®­îc Tinh Tinh Kho¸ng cÊp 1		0	1	1	\script\event\longmenbiaoju\item_jingjingkuang.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Tinh ThiÕt Kho¸ng kh«ng nguyªn chÊt.	6	1	4538	\spr\item\questkey\nanmingzhijing.spr	372	1	1	NhÊn chuét ph¶i sö dông cã thÓ nhËn ®­îc Tinh ThiÕt Kho¸ng cÊp 1		0	1	1	\script\event\longmenbiaoju\item_jingtiekuang.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
§Şa Linh §¬n.	6	1	4539	\spr\item\questkey\taskobj127.spr	19	1	1	Chuét ph¶i sö dông nhËn ®­îc 250000000 kinh nghiÖm kh«ng céng dån.		0	1	0	\script\activitysys\config\31\item_dilingdan.lua	0	1	0	0	0		0	0	0	0	0	0	0	0	0	0						
Tinh Ngäc	6	1	4546	\spr\item\pifeng\ĞÇÓñ.spr	41	1	1	VËt Èn chøa Tinh ThÇn Lùc, dïng ®Ó t¨ng sao Phi Phong, còng cã thÓ ®Õn TiÖm Phi Phong ®æi ®¹o cô cao cÊp kh¸c.		0	1	1	\script\item\noscript.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Thiªn Tinh Ngäc	6	1	4547	\spr\item\pifeng\ÌìĞÇÓñ.spr	41	1	1	Tinh hoa lÊy tõ Tinh ThÇn Lùc cña Tinh Ngäc Nguyªn Th¹ch, cã thÓ dïng ®Ó ®ét ph¸ t¨ng cÊp Phi Phong.		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
M¶nh Thiªn Tinh Ngäc	6	1	4548	\spr\item\pifeng\ÌìĞÇÓñËéÆ¬.spr	41	1	1	LuyÖn hãa Tinh ThÇn Khİ trong Tinh Ngäc Nguyªn Th¹ch cã ®­îc, 10 m¶nh cã thÓ ghĞp thµnh 1 Thiªn Tinh Ngäc.		0	1	1	\script\global\mantlesystem\item_tianxingyu.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
B¸ch LuyÖn Thµnh C­¬ng	6	1	4549	\spr\item\pifeng\°ÙÁ¶³É¸Ö.spr	41	1	1	VËt ®Ó t¹o ra Phi Phong cÊp ®Ønh.<enter>Cã ®­îc khi tiÕn hµnh rÌn Thiªn Ngo¹i VÉn ThiÕt ngµn lÇn, trong Èn chøa søc m¹nh thÇn bİ.		0	1	1	\script\item\noscript.lua	0	1	1	0	0		100	0	0	0	0	0	0	0	0	0						
Tinh Ngäc Nguyªn Th¹ch	6	1	4550	\spr\item\pifeng\ĞÇÓñÔ­Ê¯.spr	41	1	1	VËt r¬i rít tõ Thiªn Ngo¹i VÉn ThiÕt, nhÊp ph¶i tèn 1 “Tinh Háa Than” ®Ó tinh luyÖn nhËn ®­îc c¸c nguyªn liÖu dïng ®Ó t¨ng cÊp Phi Phong.		0	1	1	\script\global\mantlesystem\item_starstone.lua	0	1	1	0	0		100	0	0	0	0	0	0	0	0	0						
Tinh Háa Than	6	1	4551	\spr\item\pifeng\ĞÇ»ğÌ¿.spr	41	1	1	Tinh Háa Lùc dung ngäc ph¸ tinh. VËt dïng ®Ó tinh luyÖn Tinh Ngäc Nguyªn Th¹ch, cã thÓ luyÖn ®Ó nhËn ®­îc c¸c lo¹i nguyªn liÖu dïng ®Ó t¨ng sao, ®ét ph¸, kh¶m Phi Phong.		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
Tinh ThÇn Kho¸ng	6	1	4552	\spr\item\pifeng\ĞÇ³½¿ó.spr	41	1	1	Kho¸ng hiÕm trong Tinh Ngäc Nguyªn Th¹ch, sau khi më nhËn ®­îc Tinh ThÇn Th¹ch cã thÓ kh¶m lªn Phi Phong, thuéc tİnh ngÉu nhiªn.		0	1	1	\script\global\mantlesystem\item_starore.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
Tinh ThÇn Th¹ch 	6	1	4553	\spr\item\pifeng\ĞÇ³½Ê¯.spr	41	1	1	B¶o th¹ch cã n¨ng lùc ®Æc biÖt, cã thÓ kh¶m lªn Phi Phong, n¨ng lùc cña nã tïy thuéc  vµo cÊp Phi Phong vµ cÊp sao.		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
µ¶¹â½£Ó°-½£	6	1	4554	\spr\item\obj_item_gifts.spr	41	1	1	ÎÒµÄºÃĞÖµÜ£¬Äã»ØÀ´ÁËÂğ£¬ÎÒÃÇµÄ½­ºşÔÙ´ÎÕ¹¿ª<enter>ÓÒ¼üµã»÷´ò¿ª»ñµÃ´óÁ¿½±Àø		0	1	0	\script\item\ib\daoguangjianying_a.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
µ¶¹â½£Ó°-ÏÀ	6	1	4555	\spr\item\obj_item_gifts.spr	41	1	1	ÎªÊ²Ã´ÎÒ»¹¼á³ÖÔÚÕâ¸ö½­ºş£¬ÒòÎªÎÒÏàĞÅÄãÓĞÒ»Ìì»á»ØÀ´<enter>´ïµ½100¼¶ºó¿É´ò¿ª»ñµÃ·á¸»½±Àø		0	1	0	\script\item\ib\daoguangjianying_b.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
µ¶¹â½£Ó°-Çé	6	1	4556	\spr\item\obj_item_gifts.spr	41	1	1	Ôø¾­µÄ½£ÏÀÈÃÄã¸Ğ¶¯Ê¹ÎÒÏàĞÅ£¬ÏÖÔÚµÄ½£ÏÀ»áÔÙÒ»´ÎÈÃÄã¸Ğ¶¯<enter>´ïµ½120¼¶ºó¿É´ò¿ª·á¸»½±Àø		0	1	0	\script\item\ib\daoguangjianying_c.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
µ¶¹â½£Ó°-Ôµ	6	1	4557	\spr\item\obj_item_gifts.spr	41	1	1	Ê®Äê·çÓê½­ºş£¬Ò»ÊÀ½£ÏÀÇéÔµ<enter>ÏûºÄ10¸öÃØÈªÖ®Ë®²ÅÄÜ´ò¿ª£¬´ò¿ªºó»ñµÃ»ñµÃ·á¸»½±Àø		0	1	0	\script\item\ib\daoguangjianying_d.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
