Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼þÃû	¶ÔÓ¦Îï¼þË÷Òý	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåÐÐÊôÐÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµþ·Å	»ù´¡ÊôÐÔ1ÀàÐÍ	»ù´¡ÊôÐÔ1×îÐ¡Öµ	»ù´¡ÊôÐÔ1×î´óÖµ	»ù´¡ÊôÐÔ2ÀàÐÍ	»ù´¡ÊôÐÔ2×îÐ¡Öµ	»ù´¡ÊôÐÔ2×î´óÖµ	»ù´¡ÊôÐÔ3ÀàÐÍ	»ù´¡ÊôÐÔ3×îÐ¡Öµ	»ù´¡ÊôÐÔ3×î´óÖµ	»ù´¡ÊôÐÔ4ÀàÐÍ	»ù´¡ÊôÐÔ4×îÐ¡Öµ	»ù´¡ÊôÐÔ4×î´óÖµ	»ù´¡ÊôÐÔ5ÀàÐÍ	»ù´¡ÊôÐÔ5×îÐ¡Öµ	»ù´¡ÊôÐÔ5×î´óÖµ	»ù´¡ÊôÐÔ6ÀàÐÍ	»ù´¡ÊôÐÔ6×îÐ¡Öµ	»ù´¡ÊôÐÔ6×î´óÖµ	»ù´¡ÊôÐÔ7ÀàÐÍ	»ù´¡ÊôÐÔ7×îÐ¡Öµ	»ù´¡ÊôÐÔ7×î´óÖµ	ÐèÇóÊôÐÔ1ÀàÐÍ	ÐèÇóÊôÐÔ1ÊýÖµ	ÐèÇóÊôÐÔ2ÀàÐÍ	ÐèÇóÊôÐÔ2ÊýÖµ	ÐèÇóÊôÐÔ3ÀàÐÍ	ÐèÇóÊôÐÔ3ÊýÖµ	ÐèÇóÊôÐÔ4ÀàÐÍ	ÐèÇóÊôÐÔ4ÊýÖµ	ÐèÇóÊôÐÔ5ÀàÐÍ	ÐèÇóÊôÐÔ5ÊýÖµ	ÐèÇóÊôÐÔ6ÀàÐÍ	ÐèÇóÊôÐÔ6ÊýÖµ	Ä§·¨ÊôÐÔË÷Òý1	Ä§·¨ÊôÐÔË÷Òý2	Ä§·¨ÊôÐÔË÷Òý3	Ä§·¨ÊôÐÔË÷Òý4	Ä§·¨ÊôÐÔË÷Òý5	Ä§·¨ÊôÐÔË÷Òý6	ËùÔÚÌ××°	À©Õ¹Ì××°	À©Õ¹Ì××°ÐòºÅ	À©Õ¹Ì××°Òþ²ØÊôÐÔ1	À©Õ¹Ì××°Òþ²ØÊôÐÔ2	¿ÉÈÛÁ¶ÊôÐÔÊýÁ¿	¿ÉÈÛÁ¶ÎÆ¸ÖÆ·ÖÊ	ÊÇ·ñ¿ÉÉýÐÇ×°±¸	¿ÉÏâÇ¶ÐÇ³½Ê¯ÊýÁ¿	×°±¸Í»ÆÆ×£¸£Öµ
DiÖu D­¬ng T­ Kh«ng Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle103.spr	34	1	2	Bé trang bÞ ThiÕu L©m §ao cÊp DiÖu D­¬ng  (4)	1	99999	10	0	30	135	135	31	80	80																36	120	39	0									4505	4489	4506	4497	4511	4512	428	456	4	1435	4524	2	10			
DiÖu D­¬ng T­ Kh«ng Yªu §íi	0	6	0	\spr\item\equip\sash\obj-sash103.spr	33	2	1	Bé trang bÞ ThiÕu L©m §ao cÊp DiÖu D­¬ng  (5)	3	99999	10	0	30	160	160	31	80	80																36	120	39	0									4505	4491	4506	4509	4511	4512	428	456	5	4522	1285	2	10			
DiÖu D­¬ng T­ Kh«ng Cµ Sa	0	2	0	\spr\item\equip\armor\obj-ma-cloth108.spr	22	2	3	Bé trang bÞ ThiÕu L©m §ao cÊp DiÖu D­¬ng  (6)	4	99999	10	0	30	720	720	31	90	90																36	120	39	0									4505	4488	4506	4507	4527	4513	428	456	6	1435	4525	2	10			
DiÖu D­¬ng T­ Kh«ng Giíi §ao	0	0	1	\spr\item\equip\weapon\obj-blade44.spr	10	1	4	Bé trang bÞ ThiÕu L©m §ao cÊp DiÖu D­¬ng  (7)	0	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	120	39	0									4547	4490	1086	4497	4511	4513	428	456	7	1435	130	2	10			
DiÖu D­¬ng T­ Kh«ng T¨ng Hµi	0	5	1	\spr\item\equip\boots\obj-shoes108.spr	26	2	2	Bé trang bÞ ThiÕu L©m §ao cÊp DiÖu D­¬ng  (8)	2	99999	10	0	30	160	160	31	80	80																36	120	39	0									4505	4487	4506	4508	4526	4512	428	456	8	1435	1285	2	10			
DiÖu D­¬ng T­ Kh«ng Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist103.spr	36	1	2	Bé trang bÞ ThiÕu L©m §ao cÊp DiÖu D­¬ng  (9)	1	99999	10	0																						36	120	39	0									4505	4489	4506	4497	4511	4512	428	456	9	4523	1285	2	10			
DiÖu D­¬ng T­ Kh«ng TiÓu Thõa ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring103.spr	37	1	1	Bé trang bÞ ThiÕu L©m §ao cÊp DiÖu D­¬ng  (10)	3	99999	10	0																						36	120	39	0									4505	4491	4506	4509	4511	4512	428	456	10	130		2	10			
DiÖu D­¬ng H¸m Thiªn H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck103.spr	36	2	1	Bé trang bÞ Thiªn V­¬ng Chïy cÊp DiÖu D­¬ng  (1)	0	99999	10	0																						36	120	39	1									4505	4488	4651	4507	4510	4512	429	457	1	4533	1285	2	10			
DiÖu D­¬ng H¸m Thiªn Kh«i	0	7	4	\spr\item\equip\cap\obj-ma-cap109.spr	31	2	2	Bé trang bÞ Thiªn V­¬ng Chïy cÊp DiÖu D­¬ng  (2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	1									4505	4490	4651	4497	4511	4532	429	457	2	1445	2823	2	10			
DiÖu D­¬ng H¸m Thiªn Nh­ ý ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring103.spr	37	1	1	Bé trang bÞ Thiªn V­¬ng Chïy cÊp DiÖu D­¬ng  (3)	1	99999	10	0																						36	120	39	1									4505	4487	4651	4508	4511	4512	429	457	3	130		2	10			
DiÖu D­¬ng H¸m Thiªn Thóc UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle103.spr	34	1	2	Bé trang bÞ Thiªn V­¬ng Chïy cÊp DiÖu D­¬ng  (4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	1									4505	4489	4651	4497	4511	4512	429	457	4	1445	1285	2	10			
DiÖu D­¬ng H¸m Thiªn Yªu §íi	0	6	1	\spr\item\equip\sash\obj-sash103.spr	33	2	1	Bé trang bÞ Thiªn V­¬ng Chïy cÊp DiÖu D­¬ng  (5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	1									4505	4491	4651	4509	4511	4512	429	457	5	4534	1285	2	10			
DiÖu D­¬ng H¸m Thiªn Kh¶i	0	2	4	\spr\item\equip\armor\obj-ma-cloth109.spr	23	2	3	Bé trang bÞ Thiªn V­¬ng Chïy cÊp DiÖu D­¬ng  (6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	1									4505	4488	4651	4507	4527	4532	429	457	6	1445	4537	2	10			
DiÖu D­¬ng H¸m Thiªn ThÇn Chïy	0	0	4	\spr\item\equip\weapon\obj-adha28.spr	13	2	2	Bé trang bÞ Thiªn V­¬ng Chïy cÊp DiÖu D­¬ng  (7)	2	99999	10	0	28	55	55	29	165	165	167	-30	-30	31	99	99										36	120	39	1									1288	4490	1086	4497	4531	4532	429	457	7	1445	130	2	10			
DiÖu D­¬ng H¸m Thiªn Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes109.spr	26	2	2	Bé trang bÞ Thiªn V­¬ng Chïy cÊp DiÖu D­¬ng  (8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	1									4505	4487	4651	4508	4546	4512	429	457	8	1445	1285	2	10			
DiÖu D­¬ng H¸m Thiªn Qua Trôy	0	9	1	\spr\item\equip\waist\obj-waist103.spr	36	1	2	Bé trang bÞ Thiªn V­¬ng Chïy cÊp DiÖu D­¬ng  (9)	3	99999	10	0																						36	120	39	1									4505	4489	4651	4497	4511	4512	429	457	9	4535	1285	2	10			
DiÖu D­¬ng H¸m Thiªn TÞch Tµ ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring103.spr	37	1	1	Bé trang bÞ Thiªn V­¬ng Chïy cÊp DiÖu D­¬ng  (10)	4	99999	10	0																						36	120	39	1									4505	4491	4651	4509	4511	4512	429	457	10	130		2	10			
DiÖu D­¬ng KÕ NghiÖp H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck103.spr	36	2	1	Bé trang bÞ Thiªn V­¬ng Th­¬ng cÊp DiÖu D­¬ng  (1)	0	99999	10	0																						36	120	39	1									4505	4488	4651	4507	4510	4512	430	458	1	4538	1285	2	10			
DiÖu D­¬ng KÕ NghiÖp Kh«i	0	7	4	\spr\item\equip\cap\obj-ma-cap109.spr	31	2	2	Bé trang bÞ Thiªn V­¬ng Th­¬ng cÊp DiÖu D­¬ng  (2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	1									4505	4490	4651	4497	4511	4532	430	458	2	1445	1285	2	10			
DiÖu D­¬ng KÕ NghiÖp §µn H­¬ng ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring103.spr	37	1	1	Bé trang bÞ Thiªn V­¬ng Th­¬ng cÊp DiÖu D­¬ng  (3)	1	99999	10	0																						36	120	39	1									4505	4487	4651	4508	4511	4512	430	458	3	130		2	10			
DiÖu D­¬ng KÕ NghiÖp Thóc UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle103.spr	34	1	2	Bé trang bÞ Thiªn V­¬ng Th­¬ng cÊp DiÖu D­¬ng  (4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	1									4505	4489	4651	4497	4511	4512	430	458	4	1445	1285	2	10			
DiÖu D­¬ng KÕ NghiÖp Yªu §íi	0	6	1	\spr\item\equip\sash\obj-sash103.spr	33	2	1	Bé trang bÞ Thiªn V­¬ng Th­¬ng cÊp DiÖu D­¬ng  (5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	1									4505	4491	4651	4509	4511	4512	430	458	5	4539	1285	2	10			
DiÖu D­¬ng KÕ NghiÖp Kh¶i	0	2	4	\spr\item\equip\armor\obj-ma-cloth109.spr	23	2	3	Bé trang bÞ Thiªn V­¬ng Th­¬ng cÊp DiÖu D­¬ng  (6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	1									4505	4488	4651	4507	4527	4532	430	458	6	1445	2824	2	10			
DiÖu D­¬ng KÕ NghiÖp Th­¬ng	0	0	3	\spr\item\equip\weapon\obj-staff30.spr	12	1	4	Bé trang bÞ Thiªn V­¬ng Th­¬ng cÊp DiÖu D­¬ng  (7)	2	99999	10	0	28	18	18	29	158	158	167	-30	-30	31	99	99										36	120	39	1									1288	4490	1086	4497	4531	4532	430	458	7	1445	130	2	10			
DiÖu D­¬ng KÕ NghiÖp Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes109.spr	26	2	2	Bé trang bÞ Thiªn V­¬ng Th­¬ng cÊp DiÖu D­¬ng  (8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	1									4505	4487	4651	4508	4546	4512	430	458	8	1445	4541	2	10			
DiÖu D­¬ng KÕ NghiÖp Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist103.spr	36	1	2	Bé trang bÞ Thiªn V­¬ng Th­¬ng cÊp DiÖu D­¬ng  (9)	3	99999	10	0																						36	120	39	1									4505	4489	4651	4497	4511	4512	430	458	9	4540	1285	2	10			
DiÖu D­¬ng KÕ NghiÖp TrÇm H­¬ng ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring103.spr	37	1	1	Bé trang bÞ Thiªn V­¬ng Th­¬ng cÊp DiÖu D­¬ng  (10)	4	99999	10	0																						36	120	39	1									4505	4491	4651	4509	4511	4512	430	458	10	130		2	10			
DiÖu D­¬ng Ngù Long H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck103.spr	36	2	1	Bé trang bÞ Thiªn V­¬ng §ao cÊp DiÖu D­¬ng  (1)	0	99999	10	0																						36	120	39	1									4505	4488	4651	4507	4510	4512	431	459	1	4542	1285	2	10			
DiÖu D­¬ng Ngù Long Kh«i	0	7	4	\spr\item\equip\cap\obj-ma-cap109.spr	31	2	2	Bé trang bÞ Thiªn V­¬ng §ao cÊp DiÖu D­¬ng  (2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	1									4505	4490	4651	4497	4511	4532	431	459	2	1445	4545	2	10			
DiÖu D­¬ng Ngù Long Long §¶m ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring103.spr	37	1	1	Bé trang bÞ Thiªn V­¬ng §ao cÊp DiÖu D­¬ng  (3)	1	99999	10	0																						36	120	39	1									4505	4487	4651	4508	4511	4512	431	459	3	130		2	10			
DiÖu D­¬ng Ngù Long Thóc UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle103.spr	34	1	2	Bé trang bÞ Thiªn V­¬ng §ao cÊp DiÖu D­¬ng  (4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	1									4505	4489	4651	4497	4511	4512	431	459	4	1445	1285	2	10			
DiÖu D­¬ng Ngù Long Yªu §íi	0	6	1	\spr\item\equip\sash\obj-sash103.spr	33	2	1	Bé trang bÞ Thiªn V­¬ng §ao cÊp DiÖu D­¬ng  (5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	1									4505	4491	4651	4509	4511	4512	431	459	5	4543	1285	2	10			
DiÖu D­¬ng Ngù Long Kh¶i	0	2	4	\spr\item\equip\armor\obj-ma-cloth109.spr	23	2	3	Bé trang bÞ Thiªn V­¬ng §ao cÊp DiÖu D­¬ng  (6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	1									4505	4488	4651	4507	4527	4532	431	459	6	1445	2822	2	10			
DiÖu D­¬ng Ngù Long B¶o §ao	0	0	1	\spr\item\equip\weapon\obj-blade45.spr	10	1	4	Bé trang bÞ Thiªn V­¬ng §ao cÊp DiÖu D­¬ng  (7)	2	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	120	39	1									1288	4490	1086	4497	4531	4532	431	459	7	1445	130	2	10			
DiÖu D­¬ng Ngù Long Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes109.spr	26	2	2	Bé trang bÞ Thiªn V­¬ng §ao cÊp DiÖu D­¬ng  (8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	1									4505	4487	4651	4508	4546	4512	431	459	8	1445	1285	2	10			
DiÖu D­¬ng Ngù Long Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist103.spr	36	1	2	Bé trang bÞ Thiªn V­¬ng §ao cÊp DiÖu D­¬ng  (9)	3	99999	10	0																						36	120	39	1									4505	4489	4651	4497	4511	4512	431	459	9	4544	1285	2	10			
DiÖu D­¬ng Ngù Long Ph­îng T×nh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring103.spr	37	1	1	Bé trang bÞ Thiªn V­¬ng §ao cÊp DiÖu D­¬ng  (10)	4	99999	10	0																						36	120	39	1									4505	4491	4651	4509	4511	4512	431	459	10	130		2	10			
DiÖu D­¬ng V« Gian Ch©u Liªn	0	4	0	\spr\item\equip\nick\obj-neck105.spr	36	2	1	Bé trang bÞ Nga Mi KiÕm cÊp DiÖu D­¬ng  (1)	4	99999	10	0																						36	120	39	4									4505	4488	4506	4507	4510	4512	432	460	1	4549	1285	2	10			
DiÖu D­¬ng V« Gian Ph¸t §¸i	0	7	10	\spr\item\equip\cap\obj-fm-cap112.spr	28	2	2	Bé trang bÞ Nga Mi KiÕm cÊp DiÖu D­¬ng  (2)	0	99999	10	0	30	360	360	31	85	85																36	120	39	4									4505	4490	4506	4497	4511	4548	432	460	2	1435	1285	2	10			
DiÖu D­¬ng V« Gian Minh Ch©u ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring105.spr	37	1	1	Bé trang bÞ Nga Mi KiÕm cÊp DiÖu D­¬ng  (3)	2	99999	10	0																						36	120	39	4									4505	4487	4506	4508	4511	4512	432	460	3	130		2	10			
DiÖu D­¬ng V« Gian L­u V©n Tô	0	8	0	\Spr\item\equip\bangle\obj-bangle105.spr	35	1	2	Bé trang bÞ Nga Mi KiÕm cÊp DiÖu D­¬ng  (4)	1	99999	10	0	30	135	135	31	80	80																36	120	39	4									4505	4489	4506	4497	4511	4512	432	460	4	1435	4552	2	10			
DiÖu D­¬ng V« Gian Ti §¸i	0	6	0	\spr\item\equip\sash\obj-sash105.spr	33	2	1	Bé trang bÞ Nga Mi KiÕm cÊp DiÖu D­¬ng  (5)	3	99999	10	0	30	160	160	31	80	80																36	120	39	4									4505	4491	4506	4509	4511	4512	432	460	5	4550	1285	2	10			
DiÖu D­¬ng V« Gian Nghª Th­êng Vò Y	0	2	10	\spr\item\equip\armor\obj-fm-cloth112.spr	24	2	3	Bé trang bÞ Nga Mi KiÕm cÊp DiÖu D­¬ng  (6)	4	99999	10	0	30	720	720	31	90	90																36	120	39	4									4505	4488	4506	4507	4527	4548	432	460	6	1435	2825	2	10			
DiÖu D­¬ng V« Gian B¶o KiÕm	0	0	0	\spr\item\equip\weapon\obj-sword39.spr	9	1	3	Bé trang bÞ Nga Mi KiÕm cÊp DiÖu D­¬ng  (7)	0	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	120	39	4									4547	4490	1086	4497	4511	4548	432	460	7	1435	130	2	10			
DiÖu D­¬ng V« Gian L÷	0	5	3	\spr\item\equip\boots\obj-shoes112.spr	27	2	2	Bé trang bÞ Nga Mi KiÕm cÊp DiÖu D­¬ng  (8)	2	99999	10	0	30	160	160	31	80	80																36	120	39	4									4505	4487	4506	4508	4546	4512	432	460	8	1435	1285	2	10			
DiÖu D­¬ng V« Gian H­¬ng Nang	0	9	0	\spr\item\equip\waist\obj-waist105.spr	36	1	2	Bé trang bÞ Nga Mi KiÕm cÊp DiÖu D­¬ng  (9)	1	99999	10	0																						36	120	39	4									4505	4489	4506	4497	4511	4512	432	460	9	4551	1285	2	10			
DiÖu D­¬ng V« Gian BÝch Ngäc ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring105.spr	37	1	1	Bé trang bÞ Nga Mi KiÕm cÊp DiÖu D­¬ng  (10)	3	99999	10	0																						36	120	39	4									4505	4491	4506	4509	4511	4512	432	460	10	130		2	10			
DiÖu D­¬ng V« Ma Ch©u Liªn	0	4	0	\spr\item\equip\nick\obj-neck105.spr	36	2	1	Bé trang bÞ Nga Mi Ch­ëng cÊp DiÖu D­¬ng  (1)	4	99999	10	0																						36	120	39	4									4505	4488	4506	4507	4510	4512	433	461	1	4553	1285	2	10			
DiÖu D­¬ng V« Ma Ph¸t §¸i	0	7	10	\spr\item\equip\cap\obj-fm-cap112.spr	28	2	2	Bé trang bÞ Nga Mi Ch­ëng cÊp DiÖu D­¬ng  (2)	0	99999	10	0	30	360	360	31	85	85																36	120	39	4									4505	4490	4506	4497	4511	4548	433	461	2	1435	1285	2	10			
DiÖu D­¬ng V« Ma L­u Ly ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring105.spr	37	1	1	Bé trang bÞ Nga Mi Ch­ëng cÊp DiÖu D­¬ng  (3)	2	99999	10	0																						36	120	39	4									4505	4487	4506	4508	4511	4512	433	461	3	130		2	10			
DiÖu D­¬ng V« Ma TuyÕt ¶nh Tô	0	8	0	\Spr\item\equip\bangle\obj-bangle105.spr	35	1	2	Bé trang bÞ Nga Mi Ch­ëng cÊp DiÖu D­¬ng  (4)	1	99999	10	0	30	135	135	31	80	80																36	120	39	4									4505	4489	4506	4497	4511	4512	433	461	4	1435	1285	2	10			
DiÖu D­¬ng V« Ma Ti §¸i	0	6	1	\spr\item\equip\sash\obj-sash105.spr	33	2	1	Bé trang bÞ Nga Mi Ch­ëng cÊp DiÖu D­¬ng  (5)	3	99999	10	0	30	160	160	31	80	80																36	120	39	4									4505	4491	4506	4509	4511	4512	433	461	5	4554	1285	2	10			
DiÖu D­¬ng V« Ma TuyÕt Tiªu Y	0	2	10	\spr\item\equip\armor\obj-fm-cloth112.spr	24	2	3	Bé trang bÞ Nga Mi Ch­ëng cÊp DiÖu D­¬ng  (6)	4	99999	10	0	30	720	720	31	90	90																36	120	39	4									4505	4488	4506	4507	4527	4548	433	461	6	1435	2826	2	10			
DiÖu D­¬ng V« Ma TriÒn Thñ	0	0	6	\spr\item\equip\weapon\obj-glove18.spr	9	1	2	Bé trang bÞ Nga Mi Ch­ëng cÊp DiÖu D­¬ng  (7)	0	99999	10	0	28	60	60	29	100	100	167	-30	-30	31	99	99										36	120	39	4									4557	4490	1125	4497	4607	4548	433	461	7	1435	130	2	10			
DiÖu D­¬ng V« Ma Ngoa	0	5	3	\spr\item\equip\boots\obj-shoes112.spr	27	2	2	Bé trang bÞ Nga Mi Ch­ëng cÊp DiÖu D­¬ng  (8)	2	99999	10	0	30	160	160	31	80	80																36	120	39	4									4505	4487	4506	4508	4546	4512	433	461	8	1435	4556	2	10			
DiÖu D­¬ng V« Ma H­¬ng Nang	0	9	0	\spr\item\equip\waist\obj-waist105.spr	36	1	2	Bé trang bÞ Nga Mi Ch­ëng cÊp DiÖu D­¬ng  (9)	1	99999	10	0																						36	120	39	4									4505	4489	4506	4497	4511	4512	433	461	9	4555	1285	2	10			
DiÖu D­¬ng V« Ma Thñy Tinh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring105.spr	37	1	1	Bé trang bÞ Nga Mi Ch­ëng cÊp DiÖu D­¬ng  (10)	3	99999	10	0																						36	120	39	4									4505	4491	4506	4509	4511	4512	433	461	10	130		2	10			
DiÖu D­¬ng Tª Hoµng Ch©u Liªn	0	4	0	\spr\item\equip\nick\obj-neck105.spr	36	2	1	Bé trang bÞ Thóy Yªn §ao cÊp DiÖu D­¬ng  (1)	4	99999	10	0																						36	120	39	5									4505	4488	4506	4507	4510	4512	434	462	1	4558	1285	2	10			
DiÖu D­¬ng Tª Hoµng Tr©m	0	7	9	\spr\item\equip\cap\obj-fm-cap113.spr	28	2	2	Bé trang bÞ Thóy Yªn §ao cÊp DiÖu D­¬ng  (2)	0	99999	10	0	30	360	360	31	85	85																36	120	39	5									4505	4490	4506	4497	4511	4548	434	462	2	1435	1285	2	10			
DiÖu D­¬ng Tª Hoµng TuyÕt Ngäc ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring105.spr	37	1	1	Bé trang bÞ Thóy Yªn §ao cÊp DiÖu D­¬ng  (3)	2	99999	10	0																						36	120	39	5									4505	4487	4506	4508	4511	4512	434	462	3	130		2	10			
DiÖu D­¬ng Tª Hoµng CÈm Tó Hé UyÓn	0	8	0	\Spr\item\equip\bangle\obj-bangle105.spr	35	1	2	Bé trang bÞ Thóy Yªn §ao cÊp DiÖu D­¬ng  (4)	1	99999	10	0	30	135	135	31	80	80																36	120	39	5									4505	4489	4506	4497	4511	4512	434	462	4	1435	4564	2	10			
DiÖu D­¬ng Tª Hoµng Yªu §íi	0	6	0	\spr\item\equip\sash\obj-sash105.spr	32	2	1	Bé trang bÞ Thóy Yªn §ao cÊp DiÖu D­¬ng  (5)	3	99999	10	0	30	160	160	31	80	80																36	120	39	5									4505	4491	4506	4509	4511	4512	434	462	5	4559	1285	2	10			
DiÖu D­¬ng Tª Hoµng Khëi La Sam	0	2	9	\spr\item\equip\armor\obj-fm-cloth113.spr	24	2	3	Bé trang bÞ Thóy Yªn §ao cÊp DiÖu D­¬ng  (6)	4	99999	10	0	30	720	720	31	90	90																36	120	39	5									4505	4488	4506	4507	4527	4548	434	462	6	1435	2827	2	10			
DiÖu D­¬ng Tª Hoµng B¶o §ao	0	0	1	\spr\item\equip\weapon\obj-blade46.spr	10	1	4	Bé trang bÞ Thóy Yªn §ao cÊp DiÖu D­¬ng  (7)	0	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	120	39	5									4547	4490	1086	4497	4511	4548	434	462	7	1435	130	2	10			
DiÖu D­¬ng Tª Hoµng Ngoa	0	5	3	\spr\item\equip\boots\obj-shoes113.spr	27	2	2	Bé trang bÞ Thóy Yªn §ao cÊp DiÖu D­¬ng  (8)	2	99999	10	0	30	160	160	31	80	80																36	120	39	5									4505	4487	4506	4508	4546	4512	434	462	8	1435	1285	2	10			
DiÖu D­¬ng Tª Hoµng H­¬ng Nang	0	9	0	\spr\item\equip\waist\obj-waist105.spr	36	1	2	Bé trang bÞ Thóy Yªn §ao cÊp DiÖu D­¬ng  (9)	1	99999	10	0																						36	120	39	5									4505	4489	4506	4497	4511	4512	434	462	9	4560	1285	2	10			
DiÖu D­¬ng Tª Hoµng MÆc Ngäc ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring105.spr	37	1	1	Bé trang bÞ Thóy Yªn §ao cÊp DiÖu D­¬ng  (10)	3	99999	10	0																						36	120	39	5									4505	4491	4506	4509	4511	4512	434	462	10	130		2	10			
DiÖu D­¬ng BÝch H¶i Ch©u Liªn	0	4	0	\spr\item\equip\nick\obj-neck105.spr	36	2	1	Bé trang bÞ Thóy Yªn Song §ao cÊp DiÖu D­¬ng  (1)	0	99999	10	0																						36	120	39	5									4505	4488	4506	4507	4510	4512	435	463	1	4561	1285	2	10			
DiÖu D­¬ng BÝch H¶i Tr©m	0	7	9	\spr\item\equip\cap\obj-fm-cap113.spr	28	2	2	Bé trang bÞ Thóy Yªn Song §ao cÊp DiÖu D­¬ng  (2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	5									4505	4490	4506	4497	4511	4548	435	463	2	1435	1285	2	10			
DiÖu D­¬ng BÝch H¶i Linh Lung ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring105.spr	37	1	1	Bé trang bÞ Thóy Yªn Song §ao cÊp DiÖu D­¬ng  (3)	1	99999	10	0																						36	120	39	5									4505	4487	4506	4508	4511	4512	435	463	3	130		2	10			
DiÖu D­¬ng BÝch H¶i Sinh Hoa Thñ Tr¹c	0	8	0	\Spr\item\equip\bangle\obj-bangle105.spr	35	1	2	Bé trang bÞ Thóy Yªn Song §ao cÊp DiÖu D­¬ng  (4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	5									4505	4489	4506	4497	4511	4512	435	463	4	4562	1285	2	10			
DiÖu D­¬ng BÝch H¶i Ti §¸i	0	6	0	\spr\item\equip\sash\obj-sash105.spr	33	2	1	Bé trang bÞ Thóy Yªn Song §ao cÊp DiÖu D­¬ng  (5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	5									4505	4491	4506	4509	4511	4512	435	463	5	1435	4565	2	10			
DiÖu D­¬ng BÝch H¶i Th¸i §iÖp Y	0	2	9	\spr\item\equip\armor\obj-fm-cloth113.spr	24	2	3	Bé trang bÞ Thóy Yªn Song §ao cÊp DiÖu D­¬ng  (6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	5									4505	4488	4506	4507	4527	4548	435	463	6	1435	2828	2	10			
DiÖu D­¬ng BÝch H¶i Uyªn ¦¬ng §ao	0	0	5	\spr\item\equip\weapon\obj-adsd29.spr	14	2	3	Bé trang bÞ Thóy Yªn Song §ao cÊp DiÖu D­¬ng  (7)	2	99999	10	0	28	62	62	29	92	92	167	-30	-30	31	99	99										36	120	39	5									4557	4490	1125	4497	4607	4548	435	463	7	1435	130	2	10			
DiÖu D­¬ng BÝch H¶i Ngoa	0	5	3	\spr\item\equip\boots\obj-shoes113.spr	27	2	2	Bé trang bÞ Thóy Yªn Song §ao cÊp DiÖu D­¬ng  (8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	5									4505	4487	4506	4508	4546	4512	435	463	8	1435	1285	2	10			
