0	是否前缀	五行要求	等级要求	属性调整类别	参数1最小值	参数1最大值	参数2最小值	参数2最大值	参数3最小值	参数3最大值	效果说明
抵抗受伤概率（蕴灵）				260	5	5	-1	-1	0	0	0
抵抗受伤概率（蕴灵）				260	6	6	-1	-1	0	0	0
抵抗受伤概率（蕴灵）				260	7	7	-1	-1	0	0	0
抵抗受伤概率（蕴灵）				260	8	8	-1	-1	0	0	0
抵抗受伤概率（蕴灵）				260	9	9	-1	-1	0	0	0
抵抗受伤概率（蕴灵）				260	10	10	-1	-1	0	0	0
抵抗眩晕概率（蕴灵）				262	1	1	-1	-1	0	0	0
抵抗眩晕概率（蕴灵）				262	2	2	-1	-1	0	0	0
抵抗眩晕概率（蕴灵）				262	3	3	-1	-1	0	0	0
抵抗眩晕概率（蕴灵）				262	4	4	-1	-1	0	0	0
抵抗眩晕概率（蕴灵）				262	5	5	-1	-1	0	0	0
抵抗眩晕概率（蕴灵）				262	6	6	-1	-1	0	0	0
抵抗眩晕概率（蕴灵）				262	7	7	-1	-1	0	0	0
抵抗眩晕概率（蕴灵）				262	8	8	-1	-1	0	0	0
抵抗眩晕概率（蕴灵）				262	9	9	-1	-1	0	0	0
抵抗眩晕概率（蕴灵）				262	10	10	-1	-1	0	0	0
抵消格挡（蕴灵）				270	1	1	-1	-1	0	0	0
抵消格挡（蕴灵）				270	2	2	-1	-1	0	0	0
抵消格挡（蕴灵）				270	3	3	-1	-1	0	0	0
抵消格挡（蕴灵）				270	4	4	-1	-1	0	0	0
抵消格挡（蕴灵）				270	5	5	-1	-1	0	0	0
抵消格挡（蕴灵）				270	6	6	-1	-1	0	0	0
抵消格挡（蕴灵）				270	7	7	-1	-1	0	0	0
抵消格挡（蕴灵）				270	8	8	-1	-1	0	0	0
抵消格挡（蕴灵）				270	9	9	-1	-1	0	0	0
抵消格挡（蕴灵）				270	10	10	-1	-1	0	0	0
新生命（英豪）				233	1300	1400	-1	-1	0	0	0
新内力（英豪）				235	1200	1300	-1	-1	0	0	0
减少中毒时间（英豪）				108	110	120	-1	-1	0	0	0
减少眩晕时间（英豪）				110	110	120	-1	-1	0	0	0
减少迟缓时间（英豪）				106	110	120	-1	-1	0	0	0
新全抗（英豪）				241	40	44	-1	-1	0	0	0
攻击技能加成（英豪）				243	90	95	-1	-1	0	0	0
原格挡（英豪）				226	7	9	-1	-1	0	0	0
远反（英豪）				120	9	12	-1	-1	0	0	0
行龙不雨				139	4	4	-1	-1	14	14	0
少林拳法				139	4	4	-1	-1	8	8	0
达摩渡江				139	4	4	-1	-1	318	318	0
金刚伏魔				139	4	4	-1	-1	10	10	0
少林棍法				139	4	4	-1	-1	4	4	0
韦陀献杵				139	1	1	-1	-1	1056	1056	0
横扫千军				139	4	4	-1	-1	319	319	0
横扫六合				139	4	4	-1	-1	11	11	0
少林刀法				139	4	4	-1	-1	6	6	0
摩诃无量				139	4	4	-1	-1	19	19	0
无相斩				139	4	4	-1	-1	321	321	0
叁戒归禅				139	1	1	-1	-1	1057	1057	0
原跑速（英豪）				111	110	120	-1	-1	0	0	0
新打击回复（英豪）				245	76	84	-1	-1	0	0	0
大力金刚掌				139	1	1	-1	-1	1055	1055	0
龙爪虎抓				139	4	4	-1	-1	271	271	0
内力回复（英豪）				92	17	23	-1	-1	0	0	0
外冰点数（英豪）				123	200	220	-1	-1	0	0	0
新生命%（英豪）				234	21	25	-1	-1	0	0	0
斩龙诀				139	4	4	-1	-1	29	29	0
天王锤法				139	4	4	-1	-1	26	26	0
行云诀				139	4	4	-1	-1	31	31	0
乘龙诀				139	4	4	-1	-1	324	324	0
追风诀				139	4	4	-1	-1	325	325	0
回风落雁				139	4	4	-1	-1	30	30	0
天王枪法				139	4	4	-1	-1	23	23	0
阳关三叠				139	4	4	-1	-1	35	35	0
追星逐月				139	4	4	-1	-1	323	323	0
惊雷斩				139	4	4	-1	-1	34	34	0
天王刀法				139	4	4	-1	-1	24	24	0
泼风斩				139	4	4	-1	-1	37	37	0
破天斩				139	4	4	-1	-1	322	322	0
原跑速（英豪）				111	110	120	-1	-1	0	0	0
新外功攻速（英豪）				239	141	158	-1	-1	0	0	0
造成迟缓时间（星霜）				161	35	40	-1	-1	0	0	0
一叶知秋				139	4	4	-1	-1	85	85	0
峨嵋剑法				139	4	4	-1	-1	77	77	0
推窗望月				139	4	4	-1	-1	385	385	0
三峨霁雪				139	4	4	-1	-1	328	328	0
飘雪穿云				139	4	4	-1	-1	80	80	0
峨嵋掌法1				139	4	4	-1	-1	79	79	0
四象同归				139	4	4	-1	-1	82	82	0
风霜碎影				139	4	4	-1	-1	380	380	0
新内功攻速（英豪）				240	141	158	-1	-1	0	0	0
风花雪月				139	4	4	-1	-1	99	99	0
翠烟刀法				139	4	4	-1	-1	95	95	0
雨打梨花				139	4	4	-1	-1	105	105	0
风卷残雪				139	4	4	-1	-1	102	102	0
翠烟双刀1				139	4	4	-1	-1	97	97	0
浮云散雪				139	4	4	-1	-1	113	113	0
冰踪无影				139	4	4	-1	-1	336	336	0
冰心仙子				139	4	4	-1	-1	337	337	0
缩短毒发间隔（英豪）				164	8	10	-1	-1	0	0	0
新外功攻速（英豪）				239	112	126	-1	-1	0	0	0
毒砂掌				139	4	4	-1	-1	63	63	0
五毒掌法				139	4	4	-1	-1	62	62	0
幽冥骷髅				139	4	4	-1	-1	68	68	0
五毒刀法				139	4	4	-1	-1	60	60	0
百毒穿心				139	4	4	-1	-1	384	384	0
朱蛤青冥				139	4	4	-1	-1	74	74	0
血刀毒杀				139	4	4	-1	-1	65	65	0
玄阴斩				139	4	4	-1	-1	355	355	0
内毒伤（英豪）				172	700	750	-1	-1	0	0	0
阴风蚀骨				139	4	4	-1	-1	353	353	0
新外功攻速（英豪）				239	240	261	-1	-1	0	0	0
霹雳弹				139	4	4	-1	-1	45	45	0
唐门暗器				139	4	4	-1	-1	43	43	0
追心箭				139	4	4	-1	-1	50	50	0
慑魂月影				139	4	4	-1	-1	339	339	0
暴雨梨花				139	4	4	-1	-1	302	302	0
九宫飞星				139	4	4	-1	-1	342	342	0
漫天花雨				139	4	4	-1	-1	54	54	0
夺魂镖				139	4	4	-1	-1	47	47	0
加深伤害（英豪）				269	35	40	-1	-1	0	0	0
见人伸手				139	4	4	-1	-1	122	122	0
丐帮掌法				139	4	4	-1	-1	116	116	0
降龙掌				139	4	4	-1	-1	274	274	0
沿门托钵				139	4	4	-1	-1	119	119	0
丐帮棒法				139	4	4	-1	-1	115	115	0
打狗阵				139	4	4	-1	-1	124	124	0
飞龙在天				139	4	4	-1	-1	357	357	0
天下无狗				139	4	4	-1	-1	359	359	0
新内功攻速（英豪）				240	112	126	-1	-1	0	0	0
抵消格挡（英豪）				270	6	8	-1	-1	0	0	0
弹指烈焰				139	4	4	-1	-1	145	145	0
天忍刀法				139	4	4	-1	-1	131	131	0
推山填海1				139	4	4	-1	-1	138	138	0
天外流星				139	4	4	-1	-1	362	362	0
新外功攻速（英豪）				239	180	201	-1	-1	0	0	0
残阳如血				139	4	4	-1	-1	135	135	0
天忍矛法				139	4	4	-1	-1	132	132	0
烈火情天				139	4	4	-1	-1	141	141	0
云龙击				139	4	4	-1	-1	361	361	0
攻击技能加成（英豪）				243	120	135	-1	-1	0	0	0
造成眩晕概率（英豪）				261	7	10	-1	-1	0	0	0
怒雷指				139	4	4	-1	-1	153	153	0
武当拳法				139	4	4	-1	-1	152	152	0
剥及而复1				139	4	4	-1	-1	164	164	0
天地无极1				139	4	4	-1	-1	365	365	0
沧海明月				139	4	4	-1	-1	155	155	0
武当剑法				139	4	4	-1	-1	151	151	0
剑飞惊天				139	4	4	-1	-1	158	158	0
人剑合一				139	4	4	-1	-1	368	368	0
呼风法				139	4	4	-1	-1	169	169	0
昆仑刀法				139	4	4	-1	-1	167	167	0
一气三清符				139	4	4	-1	-1	178	178	0
傲雪啸风				139	4	4	-1	-1	372	372	0
狂雷震地				139	4	4	-1	-1	179	179	0
昆仑剑法				139	4	4	-1	-1	168	168	0
天际迅雷				139	4	4	-1	-1	172	172	0
雷动九天				139	4	4	-1	-1	375	375	0
金雁横空				139	4	4	-1	-1	1351	1351	0
天绅倒悬				139	4	4	-1	-1	1355	1355	0
苍松迎客				139	4	4	-1	-1	1360	1360	0
夺命连环三仙剑				139	4	4	-1	-1	1364	1364	0
清风送爽				139	4	4	-1	-1	1372	1372	0
龙旋剑气				139	4	4	-1	-1	1376	1376	0
摩云剑气				139	4	4	-1	-1	1380	1380	0
劈石破玉				139	4	4	-1	-1	1382	1382	0
新火防（英豪）				230	85	90	-1	-1	0	0	0
新冰防（英豪）				232	85	90	-1	-1	0	0	0
新雷防（英豪）				229	85	90	-1	-1	0	0	0
新毒防（英豪）				228	85	90	-1	-1	0	0	0
新普防（英豪）				231	85	90	-1	-1	0	0	0
新抵消伤害（英豪）				237	85	90	-1	-1	0	0	0
原重击（英豪）				227	9	9	-1	-1	0	0	0
原普点数(英豪)				121	160	170	-1	-1	0	0	0
回血(英豪)				88	20	25	-1	-1	0	0	0
外普%（英豪）				126	58	58	-1	-1	6	6	0
生命回复效率（英豪）				190	11	11	-1	-1	0	0	0
原内火点伤（英豪）				170	1900	2000	-1	-1	0	0	0
原内电点伤（英豪）				171	1900	2000	-1	-1	0	0	0
原内冰点伤（英豪）				169	1900	2000	-1	-1	0	0	0
内力回复效率（英豪）				248	11	11	-1	-1	0	0	0
原重击（英豪）				227	7	8	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
占位				270	1	1	-1	-1	0	0	0
