名称	ItemGenre	DetailType	ParticularType	动画文件名	对应物件索引	宽度	高度	说明文字	五行属性	价格	等级	是否叠放	基础属性1类型	基础属性1最小值	基础属性1最大值	基础属性2类型	基础属性2最小值	基础属性2最大值	基础属性3类型	基础属性3最小值	基础属性3最大值	基础属性4类型	基础属性4最小值	基础属性4最大值	基础属性5类型	基础属性5最小值	基础属性5最大值	基础属性6类型	基础属性6最小值	基础属性6最大值	基础属性7类型	基础属性7最小值	基础属性7最大值	需求属性1类型	需求属性1数值	需求属性2类型	需求属性2数值	需求属性3类型	需求属性3数值	需求属性4类型	需求属性4数值	需求属性5类型	需求属性5数值	需求属性6类型	需求属性6数值	魔法属性索引1	魔法属性索引2	魔法属性索引3	魔法属性索引4	魔法属性索引5	魔法属性索引6	所在套装	扩展套装	扩展套装序号	扩展套装隐藏属性1	扩展套装隐藏属性2
鸣凤之阎罗秘装	0	2	2	\spr\item\equip\armor\obj-ma-cloth09-3.spr	22	2	3	黄金装备，鸣凤级五毒掌法套装第六件	0	99999	10	0	30	720	720	31	90	90																36	170	39	3															277	218	6		
鸣凤之阎罗缠手	0	0	6	\spr\item\equip\bangle\obj-bangle18.spr	9	1	2	黄金装备，鸣凤级五毒掌法套装第七件	2	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	170	39	3															277	218	7		
鸣凤之阎罗鞋	0	5	1	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	黄金装备，鸣凤级五毒掌法套装第八件	1	99999	10	0	30	160	160	31	80	80																36	170	39	3															277	218	8		
鸣凤之阎罗腰坠	0	9	1	\spr\item\equip\waist\obj-waist14.spr	36	1	2	黄金装备，鸣凤级五毒掌法套装第九件	3	99999	10	0																						36	170	39	3															277	218	9		
鸣凤之阎罗下戒	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	黄金装备，鸣凤级五毒掌法套装第十件	4	99999	10	0																						36	170	39	3															277	218	10		
鸣凤之冥王项链	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	黄金装备，鸣凤级五毒刀法套装第一件	0	99999	10	0																						36	170	39	3															278	219	1		
鸣凤之冥王头环	0	7	2	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	黄金装备，鸣凤级五毒刀法套装第二件	2	99999	10	0	30	360	360	31	85	85																36	170	39	3															278	219	2		
鸣凤之冥王上戒	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	黄金装备，鸣凤级五毒刀法套装第三件	1	99999	10	0																						36	170	39	3															278	219	3		
鸣凤之冥王护腕	0	8	1	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	黄金装备，鸣凤级五毒刀法套装第四件	3	99999	10	0	30	135	135	31	80	80																36	170	39	3															278	219	4		
鸣凤之冥王腰带	0	6	1	\spr\item\equip\sash\obj-sash18.spr	33	2	1	黄金装备，鸣凤级五毒刀法套装第五件	4	99999	10	0	30	160	160	31	80	80																36	170	39	3															278	219	5		
鸣凤之冥王护甲	0	2	2	\spr\item\equip\armor\obj-ma-cloth09-3.spr	22	2	3	黄金装备，鸣凤级五毒刀法套装第六件	0	99999	10	0	30	720	720	31	90	90																36	170	39	3															278	219	6		
鸣凤之冥王宝刀	0	0	1	\spr\item\equip\closeweapon\obj-blade24.spr	10	1	4	黄金装备，鸣凤级五毒刀法套装第七件	2	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	170	39	3															278	219	7		
鸣凤之冥王靴	0	5	1	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	黄金装备，鸣凤级五毒刀法套装第八件	1	99999	10	0	30	160	160	31	80	80																36	170	39	3															278	219	8		
鸣凤之冥王腰坠	0	9	1	\spr\item\equip\waist\obj-waist14.spr	36	1	2	黄金装备，鸣凤级五毒刀法套装第九件	3	99999	10	0																						36	170	39	3															278	219	9		
鸣凤之冥王下戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	黄金装备，鸣凤级五毒刀法套装第十件	4	99999	10	0																						36	170	39	3															278	219	10		
鸣凤之潋滟项链	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	黄金装备，鸣凤级唐门飞刀套装第一件	4	99999	10	0																						36	170	39	2															279	220	1		
鸣凤之潋滟冠	0	7	2	\spr\item\equip\cap\obj-ma-cap08-3.spr	28	2	2	黄金装备，鸣凤级唐门飞刀套装第二件	0	99999	10	0	30	360	360	31	85	85																36	170	39	2															279	220	2		
鸣凤之潋滟上戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	黄金装备，鸣凤级唐门飞刀套装第三件	2	99999	10	0																						36	170	39	2															279	220	3		
鸣凤之潋滟护腕	0	8	1	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	黄金装备，鸣凤级唐门飞刀套装第四件	1	99999	10	0	30	135	135	31	80	80																36	170	39	2															279	220	4		
鸣凤之潋滟缠腰	0	6	0	\spr\item\equip\sash\obj-sash10.spr	32	2	1	黄金装备，鸣凤级唐门飞刀套装第五件	3	99999	10	0	30	160	160	31	80	80																36	170	39	2															279	220	5		
鸣凤之潋滟甲衣	0	2	3	\spr\item\equip\armor\obj-ma-cloth12-3.spr	22	2	3	黄金装备，鸣凤级唐门飞刀套装第六件	4	99999	10	0	30	720	720	31	90	90																36	170	39	2															279	220	6		
鸣凤之潋滟飞刀	0	1	1	\spr\item\equip\rangeweapon\obj-adart12.spr	15	1	1	黄金装备，鸣凤级唐门飞刀套装第七件	0	99999	10	0	28	44	44	29	100	100	167	-30	-30	31	99	99										36	170	39	2															279	220	7		
鸣凤之潋滟履	0	5	1	\spr\item\equip\boots\obj-shoes08.spr	26	2	2	黄金装备，鸣凤级唐门飞刀套装第八件	2	99999	10	0	30	160	160	31	80	80																36	170	39	2															279	220	8		
鸣凤之潋滟腰坠	0	9	1	\spr\item\equip\waist\obj-waist12.spr	36	1	2	黄金装备，鸣凤级唐门飞刀套装第九件	1	99999	10	0																						36	170	39	2															279	220	9		
鸣凤之潋滟下戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	黄金装备，鸣凤级唐门飞刀套装第十件	3	99999	10	0																						36	170	39	2															279	220	10		
鸣凤之天荒项链	0	4	1	\spr\item\equip\nick\obj-neck18.spr	36	2	1	黄金装备，鸣凤级唐门弩箭套装第一件	4	99999	10	0																						36	170	39	2															280	221	1		
鸣凤之天荒冠	0	7	2	\spr\item\equip\cap\obj-ma-cap08-3.spr	28	2	2	黄金装备，鸣凤级唐门弩箭套装第二件	0	99999	10	0	30	360	360	31	85	85																36	170	39	2															280	221	2		
鸣凤之天荒上戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	黄金装备，鸣凤级唐门弩箭套装第三件	2	99999	10	0																						36	170	39	2															280	221	3		
鸣凤之天荒护腕	0	8	1	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	黄金装备，鸣凤级唐门弩箭套装第四件	1	99999	10	0	30	135	135	31	80	80																36	170	39	2															280	221	4		
鸣凤之天荒束腰	0	6	0	\spr\item\equip\sash\obj-sash09.spr	32	2	1	黄金装备，鸣凤级唐门弩箭套装第五件	3	99999	10	0	30	160	160	31	80	80																36	170	39	2															280	221	5		
鸣凤之天荒甲衣	0	2	3	\spr\item\equip\armor\obj-ma-cloth12-3.spr	22	2	3	黄金装备，鸣凤级唐门弩箭套装第六件	4	99999	10	0	30	720	720	31	90	90																36	170	39	2															280	221	6		
鸣凤之天荒袖箭	0	1	2	\spr\item\equip\rangeweapon\obj-adart26.spr	17	2	2	黄金装备，鸣凤级唐门弩箭套装第七件	0	99999	10	0	28	46	46	29	102	102	167	-30	-30	31	99	99										36	170	39	2															280	221	7		
鸣凤之天荒履	0	5	1	\Spr\item\equip\boots\obj-shoes07.spr	26	2	2	黄金装备，鸣凤级唐门弩箭套装第八件	2	99999	10	0	30	160	160	31	80	80																36	170	39	2															280	221	8		
鸣凤之天荒腰坠	0	9	1	\spr\item\equip\waist\obj-waist14.spr	36	1	2	黄金装备，鸣凤级唐门弩箭套装第九件	1	99999	10	0																						36	170	39	2															280	221	9		
鸣凤之天荒下戒	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	黄金装备，鸣凤级唐门弩箭套装第十件	3	99999	10	0																						36	170	39	2															280	221	10		
鸣凤之天骄项链	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	黄金装备，鸣凤级唐门飞镖套装第一件	4	99999	10	0																						36	170	39	2															281	222	1		
鸣凤之天骄发冠	0	7	2	\spr\item\equip\cap\obj-ma-cap08-3.spr	28	2	2	黄金装备，鸣凤级唐门飞镖套装第二件	0	99999	10	0	30	360	360	31	85	85																36	170	39	2															281	222	2		
鸣凤之天骄上戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	黄金装备，鸣凤级唐门飞镖套装第三件	2	99999	10	0																						36	170	39	2															281	222	3		
鸣凤之天骄护腕	0	8	1	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	黄金装备，鸣凤级唐门飞镖套装第四件	1	99999	10	0	30	135	135	31	80	80																36	170	39	2															281	222	4		
鸣凤之天骄束腰	0	6	0	\spr\item\equip\sash\obj-sash08.spr	32	2	1	黄金装备，鸣凤级唐门飞镖套装第五件	3	99999	10	0	30	160	160	31	80	80																36	170	39	2															281	222	5		
鸣凤之天骄甲衣	0	2	3	\spr\item\equip\armor\obj-ma-cloth12-3.spr	22	2	3	黄金装备，鸣凤级唐门飞镖套装第六件	4	99999	10	0	30	720	720	31	90	90																36	170	39	2															281	222	6		
鸣凤之天骄飞镖	0	1	0	\spr\item\equip\rangeweapon\obj-adart04.spr	15	1	1	黄金装备，鸣凤级唐门飞镖套装第七件	0	99999	10	0	28	42	42	29	98	98	167	-30	-30	31	99	99										36	170	39	2															281	222	7		
鸣凤之天骄履	0	5	1	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	黄金装备，鸣凤级唐门飞镖套装第八件	2	99999	10	0	30	160	160	31	80	80																36	170	39	2															281	222	8		
鸣凤之天骄腰坠	0	9	1	\spr\item\equip\waist\obj-waist11.spr	34	1	2	黄金装备，鸣凤级唐门飞镖套装第九件	1	99999	10	0																						36	170	39	2															281	222	9		
鸣凤之天骄下戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	黄金装备，鸣凤级唐门飞镖套装第十件	3	99999	10	0																						36	170	39	2															281	222	10		
鸣凤之铁血项链	0	4	1	\spr\item\equip\nick\obj-neck16.spr	36	2	1	黄金装备，鸣凤级丐帮掌法套装第一件	1	99999	10	0																						36	170	39	6															282	223	1		
鸣凤之铁血头环	0	7	5	\spr\item\equip\cap\obj-ma-cap18-3.spr	28	2	2	黄金装备，鸣凤级丐帮掌法套装第二件	3	99999	10	0	30	360	360	31	85	85																36	170	39	6															282	223	2		
鸣凤之铁血上戒	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	黄金装备，鸣凤级丐帮掌法套装第三件	4	99999	10	0																						36	170	39	6															282	223	3		
鸣凤之铁血护腕	0	8	1	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	黄金装备，鸣凤级丐帮掌法套装第四件	0	99999	10	0	30	135	135	31	80	80																36	170	39	6															282	223	4		
鸣凤之铁血束腰	0	6	0	\spr\item\equip\sash\obj-sash06.spr	32	2	1	黄金装备，鸣凤级丐帮掌法套装第五件	2	99999	10	0	30	160	160	31	80	80																36	170	39	6															282	223	5		
鸣凤之铁血丐衣	0	2	5	\spr\item\equip\armor\obj-ma-cloth18-3.spr	22	2	3	黄金装备，鸣凤级丐帮掌法套装第六件	1	99999	10	0	30	720	720	31	90	90																36	170	39	6															282	223	6		
鸣凤之铁血缠手	0	0	6	\spr\item\equip\bangle\obj-bangle15.spr	9	1	2	黄金装备，鸣凤级丐帮掌法套装第七件	3	99999	10	0	28	40	40	29	100	100	167	-30	-30	31	99	99										36	170	39	6															282	223	7		
鸣凤之铁血靴	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	黄金装备，鸣凤级丐帮掌法套装第八件	4	99999	10	0	30	160	160	31	80	80																36	170	39	6															282	223	8		
鸣凤之铁血腰坠	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	黄金装备，鸣凤级丐帮掌法套装第九件	0	99999	10	0																						36	170	39	6															282	223	9		
鸣凤之铁血下戒	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	黄金装备，鸣凤级丐帮掌法套装第十件	2	99999	10	0																						36	170	39	6															282	223	10		
鸣凤之光复项链	0	4	1	\spr\item\equip\nick\obj-neck16.spr	36	2	1	黄金装备，鸣凤级丐帮棍法套装第一件	0	99999	10	0																						36	170	39	6															283	224	1		
鸣凤之光复头环	0	7	5	\spr\item\equip\cap\obj-ma-cap18-3.spr	28	2	2	黄金装备，鸣凤级丐帮棍法套装第二件	2	99999	10	0	30	360	360	31	85	85																36	170	39	6															283	224	2		
鸣凤之光复上戒	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	黄金装备，鸣凤级丐帮棍法套装第三件	1	99999	10	0																						36	170	39	6															283	224	3		
鸣凤之光复护腕	0	8	1	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	黄金装备，鸣凤级丐帮棍法套装第四件	3	99999	10	0	30	135	135	31	80	80																36	170	39	6															283	224	4		
鸣凤之光复束腰	0	6	0	\spr\item\equip\sash\obj-sash05.spr	33	2	1	黄金装备，鸣凤级丐帮棍法套装第五件	4	99999	10	0	30	160	160	31	80	80																36	170	39	6															283	224	5		
鸣凤之光复丐衣	0	2	5	\spr\item\equip\armor\obj-ma-cloth18-3.spr	22	2	3	黄金装备，鸣凤级丐帮棍法套装第六件	0	99999	10	0	30	720	720	31	90	90																36	170	39	6															283	224	6		
鸣凤之光复杖	0	0	2	\spr\item\equip\closeweapon\obj-staff13.spr	11	1	4	黄金装备，鸣凤级丐帮棍法套装第七件	2	99999	10	0	28	69	69	29	128	128	167	-30	-30	31	99	99										36	170	39	6															283	224	7		
鸣凤之光复靴	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	黄金装备，鸣凤级丐帮棍法套装第八件	1	99999	10	0	30	160	160	31	80	80																36	170	39	6															283	224	8		
鸣凤之光复腰坠	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	黄金装备，鸣凤级丐帮棍法套装第九件	3	99999	10	0																						36	170	39	6															283	224	9		
鸣凤之光复下戒	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	黄金装备，鸣凤级丐帮棍法套装第十件	4	99999	10	0																						36	170	39	6															283	224	10		
鸣凤之煜日项圈	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	黄金装备，鸣凤级天忍矛法套装第一件	0	99999	10	0																						36	170	39	7															284	225	1		
鸣凤之煜日盔	0	7	2	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	黄金装备，鸣凤级天忍矛法套装第二件	2	99999	10	0	30	360	360	31	85	85																36	170	39	7															284	225	2		
鸣凤之煜日上戒	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	黄金装备，鸣凤级天忍矛法套装第三件	1	99999	10	0																						36	170	39	7															284	225	3		
鸣凤之煜日护腕	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	黄金装备，鸣凤级天忍矛法套装第四件	3	99999	10	0	30	135	135	31	80	80																36	170	39	7															284	225	4		
鸣凤之煜日腰带	0	6	1	\spr\item\equip\sash\obj-sash16.spr	33	2	1	黄金装备，鸣凤级天忍矛法套装第五件	4	99999	10	0	30	160	160	31	80	80																36	170	39	7															284	225	5		
鸣凤之煜日甲衣	0	2	16	\spr\item\equip\armor\obj-ma-cloth09-3.spr	23	2	3	黄金装备，鸣凤级天忍矛法套装第六件	0	99999	10	0	30	720	720	31	90	90																36	170	39	7															284	225	6		
鸣凤之煜日枪	0	0	3	\spr\item\equip\closeweapon\obj-spear04.spr	12	1	4	黄金装备，鸣凤级天忍矛法套装第七件	2	99999	10	0	28	18	18	29	158	158	167	-30	-30	31	99	99										36	170	39	7															284	225	7		
鸣凤之煜日靴	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	黄金装备，鸣凤级天忍矛法套装第八件	1	99999	10	0	30	160	160	31	80	80																36	170	39	7															284	225	8		
鸣凤之煜日佩	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	黄金装备，鸣凤级天忍矛法套装第九件	3	99999	10	0																						36	170	39	7															284	225	9		
鸣凤之煜日下戒	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	黄金装备，鸣凤级天忍矛法套装第十件	4	99999	10	0																						36	170	39	7															284	225	10		
鸣凤之炽地项链	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	黄金装备，鸣凤级天忍刀法套装第一件	1	99999	10	0																						36	170	39	7															285	226	1		
鸣凤之炽地冠冕	0	7	2	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	黄金装备，鸣凤级天忍刀法套装第二件	3	99999	10	0	30	360	360	31	85	85																36	170	39	7															285	226	2		
鸣凤之炽地上戒	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	黄金装备，鸣凤级天忍刀法套装第三件	4	99999	10	0																						36	170	39	7															285	226	3		
鸣凤之炽地护腕	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	黄金装备，鸣凤级天忍刀法套装第四件	0	99999	10	0	30	135	135	31	80	80																36	170	39	7															285	226	4		
鸣凤之炽地腰带	0	6	0	\spr\item\equip\sash\obj-sash10.spr	33	2	1	黄金装备，鸣凤级天忍刀法套装第五件	2	99999	10	0	30	160	160	31	80	80																36	170	39	7															285	226	5		
鸣凤之炽地甲衣	0	2	16	\spr\item\equip\armor\obj-ma-cloth09-3.spr	23	2	3	黄金装备，鸣凤级天忍刀法套装第六件	1	99999	10	0	30	720	720	31	90	90																36	170	39	7															285	226	6		
鸣凤之炽地刀	0	0	1	\spr\item\equip\closeweapon\obj-blade24.spr	10	1	4	黄金装备，鸣凤级天忍刀法套装第七件	3	99999	10	0	28	40	40	29	100	100	167	-30	-30	31	99	99										36	170	39	7															285	226	7		
鸣凤之炽地靴	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	黄金装备，鸣凤级天忍刀法套装第八件	4	99999	10	0	30	160	160	31	80	80																36	170	39	7															285	226	8		
鸣凤之炽地佩	0	9	1	\spr\item\equip\waist\obj-waist13.spr	34	1	2	黄金装备，鸣凤级天忍刀法套装第九件	0	99999	10	0																						36	170	39	7															285	226	9		
鸣凤之炽地下戒	0	3	0	\spr\item\equip\ring\obj-ring03.spr	37	1	1	黄金装备，鸣凤级天忍刀法套装第十件	2	99999	10	0																						36	170	39	7															285	226	10		
鸣凤之空明符	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	黄金装备，鸣凤级武当拳法套装第一件	3	99999	10	0																						36	170	39	8															286	227	1		
鸣凤之空明冠	0	7	1	\spr\item\equip\cap\obj-ma-cap06-3.spr	28	2	2	黄金装备，鸣凤级武当拳法套装第二件	4	99999	10	0	30	360	360	31	85	85																36	170	39	8															286	227	2		
鸣凤之空明上戒	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	黄金装备，鸣凤级武当拳法套装第三件	0	99999	10	0																						36	170	39	8															286	227	3		
鸣凤之空明袖	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	黄金装备，鸣凤级武当拳法套装第四件	2	99999	10	0	30	135	135	31	80	80																36	170	39	8															286	227	4		
