名称	ItemGenre	DetailType	ParticularType	动画文件名	对应物件索引	宽度	高度	说明文字	五行属性	价格	等级	是否叠放	脚本名(参数1)	技能ID（参数1）	参数2(释法类型)	参数3(是否广播)	参数4(是否有等级概念)	参数5(是否可放快捷栏)
同心符	6	1	2260	\spr\item\obj_item_heart.spr	41	1	1	但愿君心似我心。可以用来制作“心莲灯笼”。建议在2010年3月6号之前使用。		0	1	1	\script\item\noscript.lua	0	1	1	0	0
幸福礼盒	6	1	2261	\spr\item\script\item_chrismasbox.spr	377	1	1	有情人终成眷属。交给临安掌灯宫女可以换取礼物。		0	1	1	\script\item\noscript.lua	0	1	1	0	0
心莲灯笼	6	1	2262	\spr\item\script\zhongqiu_jieri\lianhuadenglong.spr	41	1	1	心心相映。与异性玩家组队后在野外地图右键点击使用。		0	1	1	\script\event\qingren_jieri\201002\item\item_xinliandenglong.lua	0	1	1	0	0
紫金真丹	6	1	2263	\spr\item\script\zijinzhendan.spr	41	1	1	吸收绝世高手的功力. 使用后会增加12成功力		0	1	0	\script\item\zijinzhendan.lua	0	1	1	0	0
黄真丹	6	1	2264	\spr\item\script\huangzhendan.spr	41	1	1	吸收绝世高手的功力. 使用后会增加12成功力		0	1	0	\script\item\huangzhendan.lua	0	1	1	0	0
万年五太花	6	1	2265	\spr\item\script\wannianwutaihua.spr	41	1	1	稀有草花，用来精炼紫金真丹		0	1	0	\script\item\noscript.lua	0	1	1	0	0
百年珍露	6	1	2266	\spr\item\script\zhenlu_avd1.spr	41	1	1	使用后去采辉煌之果可以采到“百年辉煌果”		0	1	1	\script\item\zhenlu_avd1.lua	0	1	1	0	0
千年珍露	6	1	2267	\spr\item\script\zhenlu_avd2.spr	41	1	1	使用后去采辉煌之果可以采到“千年辉煌果”		0	1	1	\script\item\zhenlu_avd2.lua	0	1	1	0	0
万年珍露	6	1	2268	\spr\item\script\zhenlu_avd3.spr	41	1	1	使用后去采辉煌之果可以采到“万年辉煌果”		0	1	1	\script\item\zhenlu_avd3.lua	0	1	1	0	0
百年辉煌之果	6	1	2269	\spr\item\script\huihuangzhiguo_avd1.spr	377	1	1	百年辉煌之果，吃下可以成倍增长功力		0	1	1	\script\item\huihuangzhihuo_avd1.lua	0	1	1	0	0
千年辉煌之果	6	1	2270	\spr\item\script\huihuangzhiguo_avd2.spr	377	1	1	千年辉煌之果，吃下可以成倍增长功力		0	1	1	\script\item\huihuangzhihuo_avd2.lua	0	1	1	0	0
万年辉煌之果	6	1	2271	\spr\item\script\huihuangzhiguo_avd3.spr	377	1	1	万年辉煌之果，吃下可以成倍增长功力		0	1	1	\script\item\huihuangzhihuo_avd3.lua	0	1	1	0	0
幸运金币	6	1	2272	\spr\item\script\xingyunjinbi.spr	41	1	1	能给人带来好运的金币，详情可到掌灯宫女处查询		0	1	1	\script\item\noscript.lua	0	1	1	0	0
常青树枝	6	1	2273	\spr\item\script\spring2010\meishuzhi.spr	41	1	1	春暖花开，右键点击使用，详情可到掌灯宫女处查询		0	1	1	\script\event\other\plant\itemscript.lua	0	1	1	0	0
黄金树枝	6	1	2274	\spr\item\script\huangjinshuzhi.spr	41	1	1	种下这株黄金梅树枝，能给您带来意外的收获，详情可到掌灯宫女处查询		0	1	1	\script\event\other\plant\itemscript.lua	0	1	1	0	0
幸运树枝	6	1	2275	\spr\item\christmas2006\xmasbranch.spr	41	1	1	种下这株幸运梅树枝，能给您带来意外的收获，详情可到掌灯宫女处查询		0	1	1	\script\event\other\plant\itemscript.lua	0	1	1	0	0
常青花	6	1	2276	\spr\item\questkey\taskobj093.spr	41	1	1	美丽的常青花，可以到掌灯宫女处兑换奖励		0	1	1	\script\item\noscript.lua	0	1	1	0	0
黄金花	6	1	2277	\spr\item\yulanpenjie\jinlianhua.spr	41	1	1	华丽的黄金花，可以到掌灯宫女处兑换奖励		0	1	1	\script\item\noscript.lua	0	1	1	0	0
幸运花	6	1	2278	\spr\item\script\shizhuhua.spr	41	1	1	能给你带来惊喜的幸运花，可以到掌灯宫女处兑换奖励		0	1	1	\script\item\noscript.lua	0	1	1	0	0
精炼石原石	6	1	2279	\spr\item\script\item_kongqueshi.spr	41	1	1	炼制精炼石的必需品		0	1	1	\script\item\noscript.lua	0	1	1	0	0
精炼石	6	1	2280	\spr\item\script\item_furongshi.spr	41	1	1	神秘的宝石，用来换取神兵利器		0	1	1	\script\item\noscript.lua	0	1	1	0	0
百灵香炉	6	1	2281	\spr\item\magicscript\qingming2010\bailingxianglu1.spr	41	1	1	青山埋忠骨，千年浩气存。在战斗地图右键点击使用后地上会出现一个香炉。使用期限至2010年4月12日0点。120级以上或者转生玩家才能使用，每人每天最多能使用10个。		0	1	0	\script\event\qingming_jieri\201003\seed.lua	0	1	1	0	0
清明柳	6	1	2282	\spr\item\magicscript\qingming2010\qmliu.spr	41	1	1	清明时节的柳树枝条，用来祭奠已故之人。		0	1	1	\script\item\noscript.lua	0	1	1	0	0
清明香	6	1	2283	\spr\item\magicscript\qingming2010\qmxiang.spr	41	1	1	一柱香袅袅，万种思悠悠。用来祭奠已故之人寄托哀思。		0	1	1	\script\item\noscript.lua	0	1	1	0	0
青团	6	1	2284	\spr\item\magicscript\qingming07\qingmingguo.spr	464	1	1	一种用青艾汁做成的绿色糕团，清明节特色食品。		0	1	1	\script\item\noscript.lua	0	1	1	0	0
檀香木匣	6	1	2285	\spr\item\magicscript\qingming2010\tanxiangmuxia.spr	41	1	1	用名贵檀香木做成的匣子。		0	1	1	\script\item\noscript.lua	0	1	1	0	0
沉香木匣	6	1	2286	\spr\item\magicscript\qingming2010\chenxiangmuxia.spr	41	1	1	用名贵沉香木做成的匣子。		0	1	1	\script\item\noscript.lua	0	1	1	0	0
发光的檀香木匣	6	1	2287	\spr\item\magicscript\qingming2010\tanxiangmuxia2.spr	41	1	1	木匣中装着一位无名兵士的令牌，发出幽幽的淡光。		0	1	1	\script\item\noscript.lua	0	1	1	0	0
发光的沉香木匣	6	1	2288	\spr\item\magicscript\qingming2010\chenxiangmuxia2.spr	41	1	1	木匣中装着一位无名将领的佩剑，发出幽幽的淡光。		0	1	1	\script\item\noscript.lua	0	1	1	0	0
士兵的令牌	6	1	2289	\spr\item\questkey\taskobj132.spr	41	1	1	某位无名士兵的令牌，隐约可见斑斑血迹，却无法辨认上面刻着的名字，右键点击可以将其装进檀香木匣当中。		0	1	1	\script\event\qingming_jieri\201003\token.lua	0	1	1	0	0
将军的佩剑	6	1	2290	\spr\item\questkey\taskobj049.spr	41	1	1	某位无名将领的佩剑，隐约可见斑斑血迹，却无法辨认上面刻着的名字，右键点击可以将其装进沉香木匣当中。		0	1	1	\script\event\qingming_jieri\201003\sword.lua	0	1	1	0	0
虎年竞技大礼包	6	1	2291	\spr\item\obj_item_jixiang.spr	377	1	1	神功盖世，武艺超群。打开能获得各种奖励。使用期限至2010年5月20日24点		0	1	1	\script\item\hunianjinjidalibao.lua	0	1	1	0	0
含金盒	6	1	2292	\spr\item\jiefang2010\hanjinhe.spr	41	1	1	包含8个精炼铁（1级）		0	1	1	\script\event\jiefang_jieri\201004\refining_iron\box.lua	0	1	1	0	0
精炼铁	6	1	2293	\spr\item\jiefang2010\jinniantie.spr	41	1	1	更高的精炼铁会获得更高经验		0	1	1	\script\event\jiefang_jieri\201004\refining_iron\RefiningIron.lua	0	1	1	1	0
千岁种	6	1	2294	\spr\item\script\jiefang_jieri\201004\qiansuizhong.spr	41	1	1	永恒自由和幸福		0	1	0	\script\event\jiefang_jieri\201004\plant\seed.lua	0	1	1	0	0
肥料袋	6	1	2295	\spr\item\script\jiefang_jieri\201004\feiliaodai.spr	41	1	1	让植物发展最快的道具		0	1	1	\script\item\noscript.lua	0	1	1	0	0
水桶	6	1	2296	\spr\item\script\jiefang_jieri\201004\shuitong.spr	41	1	1	让植物发展快的道具		0	1	1	\script\item\noscript.lua	0	1	1	0	0
杀虫剂	6	1	2297	\spr\item\script\jiefang_jieri\201004\shachongji.spr	41	1	1	谨慎使用		0	1	1	\script\item\noscript.lua	0	1	1	0	0
长山棍	6	1	2298	\spr\item\script\jiefang_jieri\201004\changshangun.spr	41	1	1	庆贺越南解放节日		0	1	1	\script\event\jiefang_jieri\201004\soldier\soldierStick.lua	0	1	1	0	0
道具袋	6	1	2299	\spr\item\script\jiefang_jieri\201004\daojudai.spr	41	1	1	庆贺越南解放节日		0	1	1	\script\event\jiefang_jieri\201004\soldier\soldierBag.lua	0	1	1	0	0
针线盒	6	1	2300	\spr\item\script\jiefang_jieri\201004\zhenxianhe.spr	41	1	1	庆贺越南解放节日		0	1	1	\script\item\noscript.lua	0	1	1	0	0
布卷	6	1	2301	\spr\item\script\jiefang_jieri\201004\bujuan.spr	41	1	1	庆贺越南解放节日		0	1	1	\script\item\noscript.lua	0	1	1	0	0
上品布卷	6	1	2302	\spr\item\script\jiefang_jieri\201004\shangpinbujuan.spr	41	1	1	庆贺越南解放节日		0	1	1	\script\item\noscript.lua	0	1	1	0	0
极品布卷	6	1	2303	\spr\item\script\jiefang_jieri\201004\jipinbujuan.spr	41	1	1	庆贺越南解放节日		0	1	1	\script\item\noscript.lua	0	1	1	0	0
战士帽	6	1	2304	\spr\item\script\jiefang_jieri\201004\zhanshimao.spr	41	1	1	庆贺越南解放节日		0	1	1	\script\event\jiefang_jieri\201004\soldier\soldierHat.lua	0	1	1	0	0
部队鞋	6	1	2305	\spr\item\script\jiefang_jieri\201004\buduixie.spr	41	1	1	庆贺越南解放节日		0	1	1	\script\event\jiefang_jieri\201004\soldier\soldierShoes.lua	0	1	1	0	0
战士衣	6	1	2306	\spr\item\script\jiefang_jieri\201004\zhanshiyi.spr	41	1	1	庆贺越南解放节日		0	1	1	\script\event\jiefang_jieri\201004\soldier\soldierCloth.lua	0	1	1	0	0
长山吊床	6	1	2307	\spr\item\script\jiefang_jieri\201004\changshandiaochuang.spr	41	1	1	庆贺越南解放节日		0	1	1	\script\event\jiefang_jieri\201004\soldier\soldierCot.lua	0	1	1	0	0
蛙形背包	6	1	2308	\spr\item\script\jiefang_jieri\201004\waxingbeibao.spr	41	1	1	庆贺越南解放节日		0	1	1	\script\item\noscript.lua	0	1	1	0	0
凯旋鼓	6	1	2309	\spr\item\jiefang2010\kaixuangu.spr	41	1	1	祝贺祖国解放节日		0	1	0	\script\event\jiefang_jieri\201004\triumph_drum\drum.lua	0	1	1	0	0
黄金莲	6	1	2310	\spr\item\jiefang2010\huangjinnian.spr	41	1	1	体现爱国热血		0	1	1	\script\event\jiefang_jieri\201004\beat_tiger\flower.lua	0	1	1	0	0
玉罐	6	1	2311	\spr\item\jingli\yuguan.spr	41	1	1	一个充满灵气的玉罐，可以在桃花岛上收集灵露。		0	1	1	\script\item\noscript.lua	0	1	1	0	0
混元灵露	6	1	2312	\spr\item\jingli\hunyuanlinglu.spr	41	1	1	汇聚天地精华的灵露，右键点击使用，使用后可获得100精力值		0	1	1	\script\item\hunyuanlinglu.lua	0	1	1	0	0
千年之果	6	1	2313	\spr\item\script\qiannianzhiguo.spr	41	1	1	千年之树上的果实，里面藏着神秘的宝物，但是果实十分坚硬，只有用奇珍阁的千年玄冰锤才能打开		0	1	1	\script\item\noscript.lua	0	1	1	0	0
千年玄冰锤	6	1	2314	\spr\item\script\qiannianxuanbingchui.spr	41	1	1	千年玄冰做成的锤子，无坚不摧。右键点击使用能敲开千年之果，使用一次之后会融化		0	1	1	\script\item\noscript.lua	0	1	1	0	0
试炼堂召唤符	6	1	2315	\spr\item\questkey\taskobj119.spr	38	1	1	在试炼堂试炼中右键使用，用来召唤和调配帮手的符咒		0	1	0	\script\missions\dungeon\dungeons\shiliantang\zhaohuanfu.lua	0	1	1	0	0
灵玉（免费版）	6	1	2316	\spr\item\script\jiefang_jieri\201004\qiansuizhong.spr	41	1	1	灵石		0	1	1	\script\item\noscript.lua	0	1	1	0	0
试炼贴	6	1	2317	\spr\item\questkey\obj_item_lection02.spr	38	1	1	试炼贴，受邀参加“试炼堂试炼”的凭证		0	1	0	\script\item\noscript.lua	0	1	1	0	0
木质宝箱	6	1	2318	\spr\item\script\baoxiang_mu.spr	367	1	1	一个看起来有点旧的宝箱，右键点击使用		0	1	1	\script\item\activityitem.lua	0	1	1	0	0
铜质宝箱	6	1	2319	\spr\item\script\baoxiang_tong.spr	367	1	1	一个沉重的铜宝箱，右键点击使用		0	1	1	\script\item\activityitem.lua	0	1	1	0	0
银质宝箱	6	1	2320	\spr\item\script\baoxiang_yin.spr	367	1	1	一个白银做的宝箱，右键点击使用		0	1	1	\script\item\activityitem.lua	0	1	1	0	0
黄金宝箱	6	1	2321	\spr\item\script\baoxiang_jin.spr	367	1	1	一个纯金做的宝箱，试炼堂实力的见证，右键点击使用		0	1	1	\script\item\activityitem.lua	0	1	1	0	0
白金宝箱	6	1	2322	\spr\item\script\baoxiang_baijin.spr	367	1	1	一个闪闪发亮的白金宝箱，完美通过试炼堂的证明，右键点击使用		0	1	1	\script\item\activityitem.lua	0	1	1	0	0
信使金腰牌礼包	6	1	2323	\spr\item\obj_item_jixiang.spr	347	1	1	右键点击使用，可获得一个信使金腰牌		0	1	0	\script\item\noscript.lua	0	1	1	0	0
[精致的]洞察之白金雕龙戒礼盒	6	1	2324	\spr\item\script\item_chrismasbox.spr	377	1	1	右键点击使用，可获得一个[精致的]洞察之白金雕龙戒		0	1	0	\script\item\noscript.lua	0	1	1	0	0
[精致的]洞察之白金锈凤戒礼盒	6	1	2325	\spr\item\script\item_chrismasbox.spr	377	1	1	右键点击使用，可获得一个[精致的]洞察之白金锈凤戒		0	1	0	\script\item\noscript.lua	0	1	1	0	0
[精致的]洞察之白玉乾坤佩礼盒	6	1	2326	\spr\item\script\item_chrismasbox.spr	377	1	1	右键点击使用，可获得一个[精致的]洞察之白玉乾坤佩		0	1	0	\script\item\noscript.lua	0	1	1	0	0
[精致的]洞察之翡翠玉项圈礼盒	6	1	2327	\spr\item\script\item_chrismasbox.spr	377	1	1	右键点击使用，可获得一个[精致的]洞察之翡翠玉项圈		0	1	0	\script\item\noscript.lua	0	1	1	0	0
马牌-赤兔	6	1	2328	\spr\item\songjin\token.spr	385	1	1	右键点击使用，可获得一匹赤兔		0	1	0	\script\item\noscript.lua	0	1	1	0	0
马牌-的卢	6	1	2329	\spr\item\songjin\token.spr	385	1	1	右键点击使用，可获得一匹的卢		0	1	0	\script\item\noscript.lua	0	1	1	0	0
马牌-绝影	6	1	2330	\spr\item\songjin\token.spr	385	1	1	右键点击使用，可获得一匹绝影		0	1	0	\script\item\noscript.lua	0	1	1	0	0
马牌-乌云踏雪	6	1	2331	\spr\item\songjin\token.spr	385	1	1	右键点击使用，可获得一匹乌云踏雪		0	1	0	\script\item\noscript.lua	0	1	1	0	0
马牌-照夜玉狮子	6	1	2332	\spr\item\songjin\token.spr	385	1	1	右键点击使用，可获得一匹照夜玉狮子		0	1	0	\script\item\noscript.lua	0	1	1	0	0
马牌-奔宵	6	1	2333	\spr\item\songjin\token.spr	385	1	1	右键点击使用，可获得一匹奔宵		0	1	0	\script\item\noscript.lua	0	1	1	0	0
马牌-翻羽	6	1	2334	\spr\item\songjin\token.spr	385	1	1	右键点击使用，可获得一匹翻羽		0	1	0	\script\item\noscript.lua	0	1	1	0	0
清绝衣礼盒	6	1	2335	\spr\item\script\item_chrismasbox.spr	377	1	1	右键点击使用，可获得一件清绝衣		0	1	0	\script\item\market_pack.lua	0	1	1	0	0
冰晶裙礼盒	6	1	2336	\spr\item\script\item_chrismasbox.spr	377	1	1	右键点击使用，可获得一件冰晶裙		0	1	0	\script\item\market_pack.lua	0	1	1	0	0
惊天甲礼盒	6	1	2337	\spr\item\script\item_chrismasbox.spr	377	1	1	右键点击使用，可获得一件惊天甲		0	1	0	\script\item\noscript.lua	0	1	1	0	0
泣地裙礼盒	6	1	2338	\spr\item\script\item_chrismasbox.spr	377	1	1	右键点击使用，可获得一件泣地裙		0	1	0	\script\item\noscript.lua	0	1	1	0	0
杀手锏礼盒	6	1	2339	\spr\item\script\item_chrismasbox.spr	377	1	1	右键点击使用，可获得一个杀手锏		0	1	0	\script\item\noscript.lua	0	1	1	0	0
岳王剑礼包	6	1	2340	\spr\item\obj_item_jixiang.spr	347	1	1	右键点击使用，可获得一把岳王剑		0	1	0	\script\item\noscript.lua	0	1	1	0	0
粽子箱	6	1	2341	\spr\item\oldbox\oldbox.spr	433	1	1	哇，里面装了好多粽子！		0	1	1	\script\missions\jiguchuanhua\item\zongzixiang.lua	0	1	1	0	0
端午红炮	6	1	2342	\spr\item\magic\icon_item_baozhu.spr	41	1	1	右键点击使用后会在地上放置一个鞭炮。		0	1	1	\script\missions\jiguchuanhua\item\duanwuhongpao.lua	0	1	1	0	1
端午小红花	6	1	2343	\spr\item\script\shizhuhua.spr	41	1	1	一朵漂亮的小花。右键点击使用能把它传给别人。		0	1	0	\script\missions\jiguchuanhua\item\duanwuxiaohonghua.lua	0	1	1	0	0
端午礼盒	6	1	2344	\spr\item\script\item_chrismasbox.spr	377	1	1	参加端午节活动获得的礼盒，里面装着各种好东西。右键点击打开。		0	1	1	\script\item\activityitem.lua	0	1	1	0	0
端午礼盒钥匙	6	1	2345	\spr\item\questkey\taskobj092-6.spr	41	1	1	用来打开端午礼盒的钥匙。		0	1	1	\script\item\noscript.lua	0	1	1	0	0
弑者腰牌	6	1	2346	\spr\item\script\shizheyaopai.spr	385	1	1	在聂弑尘处领取高级杀手任务的信物。		0	1	1	\script\item\noscript.lua	0	1	1	0	0
杀手秘宝	6	1	2347	\spr\item\script\shashoumibao.spr	377	1	1	完成杀手任务时获得的特殊奖励。<enter>需要6个玄天锤才能打开。		0	1	1	\script\task\tollgate\killer\shashou_mibao.lua	0	1	1	0	0
玄天锤	6	1	2348	\spr\item\script\xuantianchui.spr	41	1	1	用来开启特殊的宝箱。		0	1	1	\script\item\noscript.lua	0	1	1	0	0
金乌令	6	1	2349	\spr\item\script\jinwuling.spr	385	1	1	金乌套装令牌，可前往神秘铁匠兑换金乌套装中的任意一件。		0	1	0	\script\item\noscript.lua	0	1	1	0	0
紫蟒令	6	1	2350	\spr\item\script\zimangling.spr	385	1	1	紫蟒套装令牌，可前往神秘铁匠兑换紫蟒套装中的任意一件。		0	1	0	\script\item\noscript.lua	0	1	1	0	0
玄猿令	6	1	2351	\spr\item\script\xuanyuanling.spr	385	1	1	玄猿套装令牌，可前往神秘铁匠兑换玄猿套装中的任意一件。		0	1	0	\script\item\noscript.lua	0	1	1	0	0
苍狼令	6	1	2352	\spr\item\script\canglangling.spr	385	1	1	苍狼套装令牌，可前往神秘铁匠兑换苍狼套装中的任意一件。		0	1	0	\script\item\noscript.lua	0	1	1	0	0
云鹿令	6	1	2353	\spr\item\script\yunluling.spr	385	1	1	云鹿套装令牌，可前往神秘铁匠兑换云鹿套装中的任意一件。		0	1	0	\script\item\noscript.lua	0	1	1	0	0
大力神赐礼包	6	1	2354	\spr\item\questkey\obj_item_hehuan.spr	348	1	1	神秘的礼包，打开能获得奖励。使用期限至2010年7月7日24点。		0	1	1	\script\item\activityitem.lua	0	1	1	0	0
玄天锦囊	6	1	2355	\spr\item\twzhuanyun\zhuanyunbao_big.spr	448	1	1	右键点击使用，可获得五个玄天锤。		0	1	1	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
魂石	6	1	2356	\spr\item\script\lingshi.spr	41	1	1	神奇的石头，可灌注精力，但不能取出。达到足够数量可在神秘铁匠处兑换相应的套装令牌。		0	1	0	\script\item\jinglianshixiang.lua	0	1	1	0	0
白虎令	6	1	2357	\spr\item\script\baihuling.spr	385	1	1	白虎套装令牌，可前往神秘铁匠兑换白虎套装中的任意一件。		0	1	0	\script\item\noscript.lua	0	1	1	0	0
黄金球胎	6	1	2358	\spr\item\worldcup\huangjinqiutai.spr	41	1	1	足球是很受欢迎的运动		0	1	1	\script\item\activityitem.lua	0	1	1	0	0
白金球胎	6	1	2359	\spr\item\worldcup\baijinqiutai.spr	41	1	1	足球是很受欢迎的运动		0	1	1	\script\item\activityitem.lua	0	1	1	0	0
原料袋	6	1	2360	\spr\item\worldcup\yuanliaodai.spr	41	1	1	足球是很受欢迎的运动		0	1	1	\script\item\activityitem.lua	0	1	1	0	0
肠橡胶	6	1	2361	\spr\item\worldcup\xiangjiao.spr	41	1	1	足球是很受欢迎的运动		0	1	1	\script\item\activityitem.lua	0	1	1	0	0
塑料	6	1	2362	\spr\item\worldcup\suliao.spr	41	1	1	足球是很受欢迎的运动		0	1	1	\script\item\activityitem.lua	0	1	1	0	0
足球	6	1	2363	\spr\item\worldcup\zuqiu.spr	41	1	1	足球是很受欢迎的运动		0	1	1	\script\item\activityitem.lua	0	1	1	0	0
黄金足球	6	1	2364	\spr\item\worldcup\huangjinzuqiu.spr	41	1	1	足球是很受欢迎的运动		0	1	1	\script\item\activityitem.lua	0	1	1	0	0
白金足球	6	1	2365	\spr\item\worldcup\baijinzuqiu.spr	41	1	1	足球是很受欢迎的运动		0	1	1	\script\item\activityitem.lua	0	1	1	0	0
补血丹	6	1	2366	\spr\item\worldcup\buxuedan.spr	41	1	1	健康提高，体力增强		0	1	1	\script\item\activityitem.lua	0	1	1	0	0
小球之衣	6	1	2367	\spr\item\worldcup\xiaoqiuzhiyi.spr	41	1	1	足球是很受欢迎的运动		0	1	1	\script\item\activityitem.lua	0	1	1	0	0
小足之靴	6	1	2368	\spr\item\worldcup\xiaozuzhixue.spr	41	1	1	足球是很受欢迎的运动		0	1	1	\script\item\activityitem.lua	0	1	1	0	0
青驹令	6	1	2369	\spr\item\script\qingjuling.spr	385	1	1	青驹套装令牌，可前往神秘铁匠兑换青驹套装中的任意一件。		0	1	0	\script\item\noscript.lua	0	1	1	0	0
赤麟令	6	1	2370	\spr\item\script\chilinling.spr	385	1	1	赤麟套装令牌，可前往神秘铁匠兑换赤麟套装中的任意一件。		0	1	0	\script\item\noscript.lua	0	1	1	0	0
鸣凤令	6	1	2371	\spr\item\script\mingfengling.spr	385	1	1	鸣凤套装令牌，可前往神秘铁匠兑换鸣凤套装中的任意一件。		0	1	0	\script\item\noscript.lua	0	1	1	0	0
腾龙令	6	1	2372	\spr\item\script\tenglongling.spr	385	1	1	腾龙套装令牌，可前往神秘铁匠兑换腾龙套装中的任意一件。		0	1	0	\script\item\noscript.lua	0	1	1	0	0
烽火锦囊	6	1	2373	\spr\item\script\qingming_jieri\200903\wanhuafudai.spr	41	1	1	战场上获得的锦囊，右键点击使用		0	1	1	\script\item\activityitem.lua	0	1	1	0	0
野叟的神秘宝箱	6	1	2374	\spr\item\script\xuantiebaoxian.spr	41	1	1	从野叟处获得的神秘宝箱。<enter>需要6个玄天锤才能打开		0	1	1	\script\item\activityitem.lua	0	1	1	0	0
至尊秘宝	6	1	2375	\spr\item\newyear0901\hongbaoxiang.spr	41	1	1	绝世高手身上的秘宝。<enter>需要12个玄天锤才能打开		0	1	1	\script\item\activityitem.lua	0	1	1	0	0
水贼的财宝	6	1	2376	\spr\item\script\item_baibaoxiang.spr	41	1	1	水贼收刮来的财宝，右键点击使用		0	1	1	\script\item\activityitem.lua	0	1	1	0	0
