Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼þÃû	¶ÔÓ¦Îï¼þË÷Òý	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåÐÐÊôÐÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµþ·Å	»ù´¡ÊôÐÔ1ÀàÐÍ	»ù´¡ÊôÐÔ1×îÐ¡Öµ	»ù´¡ÊôÐÔ1×î´óÖµ	»ù´¡ÊôÐÔ2ÀàÐÍ	»ù´¡ÊôÐÔ2×îÐ¡Öµ	»ù´¡ÊôÐÔ2×î´óÖµ	»ù´¡ÊôÐÔ3ÀàÐÍ	»ù´¡ÊôÐÔ3×îÐ¡Öµ	»ù´¡ÊôÐÔ3×î´óÖµ	»ù´¡ÊôÐÔ4ÀàÐÍ	»ù´¡ÊôÐÔ4×îÐ¡Öµ	»ù´¡ÊôÐÔ4×î´óÖµ	»ù´¡ÊôÐÔ5ÀàÐÍ	»ù´¡ÊôÐÔ5×îÐ¡Öµ	»ù´¡ÊôÐÔ5×î´óÖµ	»ù´¡ÊôÐÔ6ÀàÐÍ	»ù´¡ÊôÐÔ6×îÐ¡Öµ	»ù´¡ÊôÐÔ6×î´óÖµ	»ù´¡ÊôÐÔ7ÀàÐÍ	»ù´¡ÊôÐÔ7×îÐ¡Öµ	»ù´¡ÊôÐÔ7×î´óÖµ	ÐèÇóÊôÐÔ1ÀàÐÍ	ÐèÇóÊôÐÔ1ÊýÖµ	ÐèÇóÊôÐÔ2ÀàÐÍ	ÐèÇóÊôÐÔ2ÊýÖµ	ÐèÇóÊôÐÔ3ÀàÐÍ	ÐèÇóÊôÐÔ3ÊýÖµ	ÐèÇóÊôÐÔ4ÀàÐÍ	ÐèÇóÊôÐÔ4ÊýÖµ	ÐèÇóÊôÐÔ5ÀàÐÍ	ÐèÇóÊôÐÔ5ÊýÖµ	ÐèÇóÊôÐÔ6ÀàÐÍ	ÐèÇóÊôÐÔ6ÊýÖµ	Ä§·¨ÊôÐÔË÷Òý1(0¼¶)	Ä§·¨ÊôÐÔË÷Òý1(10¼¶)	Ä§·¨ÊôÐÔË÷Òý2(0¼¶)	Ä§·¨ÊôÐÔË÷Òý2(10¼¶)	Ä§·¨ÊôÐÔË÷Òý3(0¼¶)	Ä§·¨ÊôÐÔË÷Òý3(10¼¶)	Ä§·¨ÊôÐÔË÷Òý4(0¼¶)	Ä§·¨ÊôÐÔË÷Òý4(10¼¶)	Ä§·¨ÊôÐÔË÷Òý5(0¼¶)	Ä§·¨ÊôÐÔË÷Òý5(10¼¶)	Ä§·¨ÊôÐÔË÷Òý6(0¼¶)	Ä§·¨ÊôÐÔË÷Òý6(10¼¶)	ËùÔÚÌ××°	6¼¶¼¼ÄÜID	10¼¶¼¼ÄÜID	À©Õ¹Ì××°	À©Õ¹Ì××°ÐòºÅ	À©Õ¹Ì××°Òþ²ØÊôÐÔ1	À©Õ¹Ì××°Òþ²ØÊôÐÔ2
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	8	0																						36	60											2737		2768		2747		2803		2812		1020		331			338	1	2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	8	0																						36	60											2737		2775		2747		2803		2812		1020		331			338	1	2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	8	0																						36	60											2737		2782		2747		2803		2812		1020		331			338	1	2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	8	0																						36	60											2737		2754		2747		2789		2812		1297		331			338	2	2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	8	0																						36	60											2737		2761		2747		2789		2812		1297		331			338	2	2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	8	0																						36	60											2737		2768		2747		2789		2812		1297		331			338	2	2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	8	0																						36	60											2737		2775		2747		2789		2812		1297		331			338	2	2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	8	0																						36	60											2737		2782		2747		2789		2812		1297		331			338	2	2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	8	0																						36	60											2737		2754		2747		2796		2812		1297		331			338	2	2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	8	0																						36	60											2737		2761		2747		2796		2812		1297		331			338	2	2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	8	0																						36	60											2737		2768		2747		2796		2812		1297		331			338	2	2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	8	0																						36	60											2737		2775		2747		2796		2812		1297		331			338	2	2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	8	0																						36	60											2737		2782		2747		2796		2812		1297		331			338	2	2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	8	0																						36	60											2737		2754		2747		2803		2812		1297		331			338	2	2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	8	0																						36	60											2737		2761		2747		2803		2812		1297		331			338	2	2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	8	0																						36	60											2737		2768		2747		2803		2812		1297		331			338	2	2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	8	0																						36	60											2737		2775		2747		2803		2812		1297		331			338	2	2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	8	0																						36	60											2737		2782		2747		2803		2812		1297		331			338	2	2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	9	0																						36	60											2738		2755		2748		2790		2813		1021		332			339	1	2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	9	0																						36	60											2738		2762		2748		2790		2813		1021		332			339	1	2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	9	0																						36	60											2738		2769		2748		2790		2813		1021		332			339	1	2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	9	0																						36	60											2738		2776		2748		2790		2813		1021		332			339	1	2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	9	0																						36	60											2738		2783		2748		2790		2813		1021		332			339	1	2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	9	0																						36	60											2738		2755		2748		2797		2813		1021		332			339	1	2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	9	0																						36	60											2738		2762		2748		2797		2813		1021		332			339	1	2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	9	0																						36	60											2738		2769		2748		2797		2813		1021		332			339	1	2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	9	0																						36	60											2738		2776		2748		2797		2813		1021		332			339	1	2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	9	0																						36	60											2738		2783		2748		2797		2813		1021		332			339	1	2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	9	0																						36	60											2738		2755		2748		2804		2813		1021		332			339	1	2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	9	0																						36	60											2738		2762		2748		2804		2813		1021		332			339	1	2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	9	0																						36	60											2738		2769		2748		2804		2813		1021		332			339	1	2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	9	0																						36	60											2738		2776		2748		2804		2813		1021		332			339	1	2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	9	0																						36	60											2738		2783		2748		2804		2813		1021		332			339	1	2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	9	0																						36	60											2738		2755		2748		2790		2813		1297		332			339	2	2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	9	0																						36	60											2738		2762		2748		2790		2813		1297		332			339	2	2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	9	0																						36	60											2738		2769		2748		2790		2813		1297		332			339	2	2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	9	0																						36	60											2738		2776		2748		2790		2813		1297		332			339	2	2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	9	0																						36	60											2738		2783		2748		2790		2813		1297		332			339	2	2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	9	0																						36	60											2738		2755		2748		2797		2813		1297		332			339	2	2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	9	0																						36	60											2738		2762		2748		2797		2813		1297		332			339	2	2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	9	0																						36	60											2738		2769		2748		2797		2813		1297		332			339	2	2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	9	0																						36	60											2738		2776		2748		2797		2813		1297		332			339	2	2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	9	0																						36	60											2738		2783		2748		2797		2813		1297		332			339	2	2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	9	0																						36	60											2738		2755		2748		2804		2813		1297		332			339	2	2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	9	0																						36	60											2738		2762		2748		2804		2813		1297		332			339	2	2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	9	0																						36	60											2738		2769		2748		2804		2813		1297		332			339	2	2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	9	0																						36	60											2738		2776		2748		2804		2813		1297		332			339	2	2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	9	0																						36	60											2738		2783		2748		2804		2813		1297		332			339	2	2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	10	0																						36	60											2739		2756		2749		2791		2814		1022		333			340	1	2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	10	0																						36	60											2739		2763		2749		2791		2814		1022		333			340	1	2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	10	0																						36	60											2739		2770		2749		2791		2814		1022		333			340	1	2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	10	0																						36	60											2739		2777		2749		2791		2814		1022		333			340	1	2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	10	0																						36	60											2739		2784		2749		2791		2814		1022		333			340	1	2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	10	0																						36	60											2739		2756		2749		2798		2814		1022		333			340	1	2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	10	0																						36	60											2739		2763		2749		2798		2814		1022		333			340	1	2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	10	0																						36	60											2739		2770		2749		2798		2814		1022		333			340	1	2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	10	0																						36	60											2739		2777		2749		2798		2814		1022		333			340	1	2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	10	0																						36	60											2739		2784		2749		2798		2814		1022		333			340	1	2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	10	0																						36	60											2739		2756		2749		2805		2814		1022		333			340	1	2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	10	0																						36	60											2739		2763		2749		2805		2814		1022		333			340	1	2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	10	0																						36	60											2739		2770		2749		2805		2814		1022		333			340	1	2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	10	0																						36	60											2739		2777		2749		2805		2814		1022		333			340	1	2815	
[Tinh X¶o] V« Danh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<color=Yellow>B¹n ®· trë thµnh ng­êi mµ ai còng ng­ìng mé! Xin chóc mõng! <color>	2	99999	10	0																						36	60											2739		2784		2749		2805		2814		1022		333			340	1	2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	10	0																						36	60											2739		2756		2749		2791		2814		1298		333			340	2	2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	10	0																						36	60											2739		2763		2749		2791		2814		1298		333			340	2	2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	10	0																						36	60											2739		2770		2749		2791		2814		1298		333			340	2	2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	10	0																						36	60											2739		2777		2749		2791		2814		1298		333			340	2	2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	10	0																						36	60											2739		2784		2749		2791		2814		1298		333			340	2	2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	10	0																						36	60											2739		2756		2749		2798		2814		1298		333			340	2	2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	10	0																						36	60											2739		2763		2749		2798		2814		1298		333			340	2	2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	10	0																						36	60											2739		2770		2749		2798		2814		1298		333			340	2	2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	10	0																						36	60											2739		2777		2749		2798		2814		1298		333			340	2	2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	10	0																						36	60											2739		2784		2749		2798		2814		1298		333			340	2	2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	10	0																						36	60											2739		2756		2749		2805		2814		1298		333			340	2	2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	10	0																						36	60											2739		2763		2749		2805		2814		1298		333			340	2	2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	10	0																						36	60											2739		2770		2749		2805		2814		1298		333			340	2	2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	10	0																						36	60											2739		2777		2749		2805		2814		1298		333			340	2	2815	
[Tinh X¶o] V« Danh Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã<color>	3	99999	10	0																						36	60											2739		2784		2749		2805		2814		1298		333			340	2	2815	
[Tinh X¶o] Cµn Kh«n Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=yellow>UÈn Hµm C­êng §¹i ThÇn BÝ Lùc L­îng Giíi ChØ!<color>	0	99999	1	0																						36	60											2730		2740										334			341	1	131	
[Tinh X¶o] Cµn Kh«n Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=yellow>UÈn Hµm C­êng §¹i ThÇn BÝ Lùc L­îng Giíi ChØ!<color>	0	99999	2	0																						36	60											2731		2806		2741								335			342	1	131	
[Tinh X¶o] Cµn Kh«n Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=yellow>UÈn Hµm C­êng §¹i ThÇn BÝ Lùc L­îng Giíi ChØ!<color>	0	99999	3	0																						36	60											2732		2807		2742		1290						336			343	1	131	
[Tinh X¶o] Cµn Kh«n Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=yellow>UÈn Hµm C­êng §¹i ThÇn BÝ Lùc L­îng Giíi ChØ!<color>	0	99999	4	0																						36	60											2733		2750		2743		2785		2808		1016		337			344	1	131	
[Tinh X¶o] Cµn Kh«n Giíi ChØ	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=yellow>UÈn Hµm C­êng §¹i ThÇn BÝ Lùc L­îng Giíi ChØ!<color>	0	99999	4	0																						36	60											2733		2757		2743		2785		2808		1016		337			344	1	131	
