Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼þÃû	¶ÔÓ¦Îï¼þË÷Òý	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåÐÐÊôÐÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµþ·Å	»ù´¡ÊôÐÔ1ÀàÐÍ	»ù´¡ÊôÐÔ1×îÐ¡Öµ	»ù´¡ÊôÐÔ1×î´óÖµ	»ù´¡ÊôÐÔ2ÀàÐÍ	»ù´¡ÊôÐÔ2×îÐ¡Öµ	»ù´¡ÊôÐÔ2×î´óÖµ	»ù´¡ÊôÐÔ3ÀàÐÍ	»ù´¡ÊôÐÔ3×îÐ¡Öµ	»ù´¡ÊôÐÔ3×î´óÖµ	»ù´¡ÊôÐÔ4ÀàÐÍ	»ù´¡ÊôÐÔ4×îÐ¡Öµ	»ù´¡ÊôÐÔ4×î´óÖµ	»ù´¡ÊôÐÔ5ÀàÐÍ	»ù´¡ÊôÐÔ5×îÐ¡Öµ	»ù´¡ÊôÐÔ5×î´óÖµ	»ù´¡ÊôÐÔ6ÀàÐÍ	»ù´¡ÊôÐÔ6×îÐ¡Öµ	»ù´¡ÊôÐÔ6×î´óÖµ	»ù´¡ÊôÐÔ7ÀàÐÍ	»ù´¡ÊôÐÔ7×îÐ¡Öµ	»ù´¡ÊôÐÔ7×î´óÖµ	ÐèÇóÊôÐÔ1ÀàÐÍ	ÐèÇóÊôÐÔ1ÊýÖµ	ÐèÇóÊôÐÔ2ÀàÐÍ	ÐèÇóÊôÐÔ2ÊýÖµ	ÐèÇóÊôÐÔ3ÀàÐÍ	ÐèÇóÊôÐÔ3ÊýÖµ	ÐèÇóÊôÐÔ4ÀàÐÍ	ÐèÇóÊôÐÔ4ÊýÖµ	ÐèÇóÊôÐÔ5ÀàÐÍ	ÐèÇóÊôÐÔ5ÊýÖµ	ÐèÇóÊôÐÔ6ÀàÐÍ	ÐèÇóÊôÐÔ6ÊýÖµ	Ä§·¨ÊôÐÔË÷Òý1	Ä§·¨ÊôÐÔË÷Òý2	Ä§·¨ÊôÐÔË÷Òý3	Ä§·¨ÊôÐÔË÷Òý4	Ä§·¨ÊôÐÔË÷Òý5	Ä§·¨ÊôÐÔË÷Òý6	ËùÔÚÌ××°	À©Õ¹Ì××°	À©Õ¹Ì××°ÐòºÅ	À©Õ¹Ì××°Òþ²ØÊôÐÔ1	À©Õ¹Ì××°Òþ²ØÊôÐÔ2
µ¶ÌìÍõ-µÇÌÃÈëÊÒ	0	11	604	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×ÈÝ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôÐÔÄÜÁ¦ÌáÉý¡£	5	100	1	0		1241	1241	233	780	780	234	7	7	190	5	5										39	1											2845		3103		2938						
´¸ÌìÍõ-µÇÌÃÈëÊÒ	0	11	605	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×ÈÝ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôÐÔÄÜÁ¦ÌáÉý¡£	5	100	1	0		1241	1241	233	780	780	234	7	7	190	5	5										39	1											2846		3103		2938						
Ç¹ÌìÍõ-µÇÌÃÈëÊÒ	0	11	606	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×ÈÝ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôÐÔÄÜÁ¦ÌáÉý¡£	5	100	1	0		1241	1241	233	780	780	234	7	7	190	5	5										39	1											2847		3103		2938						
½£¶ëÃ¼-µÇÌÃÈëÊÒ	0	11	607	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×ÈÝ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôÐÔÄÜÁ¦ÌáÉý¡£	5	100	1	0		1246	1246	233	780	780	234	7	7	190	5	5										39	4											2848		3106		2938						
ÕÆ¶ëÃ¼-µÇÌÃÈëÊÒ	0	11	608	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×ÈÝ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôÐÔÄÜÁ¦ÌáÉý¡£	5	100	1	0		1246	1246	233	780	780	234	7	7	190	5	5										39	4											2849		3106		2938						
µ¶´äÑÌ-µÇÌÃÈëÊÒ	0	11	609	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×ÈÝ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôÐÔÄÜÁ¦ÌáÉý¡£	5	100	1	0		1242	1242	233	780	780	234	7	7	190	5	5										39	5											2850		3107		2938						
ÄÚ´äÑÌ-µÇÌÃÈëÊÒ	0	11	610	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×ÈÝ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôÐÔÄÜÁ¦ÌáÉý¡£	5	100	1	0		1242	1242	233	780	780	234	7	7	190	5	5										39	5											2851		3107		2938						
ÕÆÎå¶¾-µÇÌÃÈëÊÒ	0	11	611	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×ÈÝ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôÐÔÄÜÁ¦ÌáÉý¡£	5	100	1	0		1243	1243	233	780	780	234	7	7	190	5	5										39	3											2852		3104		2938						
µ¶Îå¶¾-µÇÌÃÈëÊÒ	0	11	612	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×ÈÝ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôÐÔÄÜÁ¦ÌáÉý¡£	5	100	1	0		1243	1243	233	780	780	234	7	7	190	5	5										39	3											2853		3104		2938						
·Éµ¶ÌÆ-µÇÌÃÈëÊÒ	0	11	613	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×ÈÝ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôÐÔÄÜÁ¦ÌáÉý¡£	5	100	1	0		1245	1245	233	780	780	234	7	7	190	5	5										39	2											2854		3105		2938						
åó¼ýÌÆ-µÇÌÃÈëÊÒ	0	11	614	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×ÈÝ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôÐÔÄÜÁ¦ÌáÉý¡£	5	100	1	0		1245	1245	233	780	780	234	7	7	190	5	5										39	2											2855		3105		2938						
·ÉïÚÌÆ-µÇÌÃÈëÊÒ	0	11	615	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×ÈÝ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôÐÔÄÜÁ¦ÌáÉý¡£	5	100	1	0		1245	1245	233	780	780	234	7	7	190	5	5										39	2											2856		3105		2938						
ÕÆØ¤°ï-µÇÌÃÈëÊÒ	0	11	616	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×ÈÝ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôÐÔÄÜÁ¦ÌáÉý¡£	5	100	1	0		1247	1247	233	780	780	234	7	7	190	5	5										39	6											2857		3109		2938						
¹÷Ø¤°ï-µÇÌÃÈëÊÒ	0	11	617	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×ÈÝ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôÐÔÄÜÁ¦ÌáÉý¡£	5	100	1	0		1247	1247	233	780	780	234	7	7	190	5	5										39	6											2858		3109		2938						
Õ½ÌìÈÌ-µÇÌÃÈëÊÒ	0	11	618	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×ÈÝ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôÐÔÄÜÁ¦ÌáÉý¡£	5	100	1	0		1240	1240	233	780	780	234	7	7	190	5	5										39	7											2859		3108		2938						
Ä§ÌìÈÌ-µÇÌÃÈëÊÒ	0	11	619	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×ÈÝ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôÐÔÄÜÁ¦ÌáÉý¡£	5	100	1	0		1240	1240	233	780	780	234	7	7	190	5	5										39	7											2860		3108		2938						
ÆøÎäµ±-µÇÌÃÈëÊÒ	0	11	620	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×ÈÝ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôÐÔÄÜÁ¦ÌáÉý¡£	5	100	1	0		1239	1239	233	780	780	234	7	7	190	5	5										39	8											2861		3110		2938						
½£Îäµ±-µÇÌÃÈëÊÒ	0	11	621	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×ÈÝ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôÐÔÄÜÁ¦ÌáÉý¡£	5	100	1	0		1239	1239	233	780	780	234	7	7	190	5	5										39	8											2862		3110		2938						
µ¶À¥ÂØ-µÇÌÃÈëÊÒ	0	11	622	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×ÈÝ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôÐÔÄÜÁ¦ÌáÉý¡£	5	100	1	0		1248	1248	233	780	780	234	7	7	190	5	5										39	9											2863		3111		2938						
½£À¥ÂØ-µÇÌÃÈëÊÒ	0	11	623	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×ÈÝ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôÐÔÄÜÁ¦ÌáÉý¡£	5	100	1	0		1248	1248	233	780	780	234	7	7	190	5	5										39	9											2864		3111		2938						
È­ÉÙÁÖ-³öÉñÈë»¯	0	11	624	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×ÈÝ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôÐÔÄÜÁ¦ÌáÉý¡£	5	100	1	0		2058	2058	233	1368	1368	234	17	17	190	10	10										39	0											2865		3112		2940						
¹÷ÉÙÁÖ-³öÉñÈë»¯	0	11	625	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×ÈÝ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôÐÔÄÜÁ¦ÌáÉý¡£	5	100	1	0		2058	2058	233	1368	1368	234	17	17	190	10	10										39	0											2866		3112		2940						
µ¶ÉÙÁÖ-³öÉñÈë»¯	0	11	626	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×ÈÝ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôÐÔÄÜÁ¦ÌáÉý¡£	5	100	1	0		2058	2058	233	1368	1368	234	17	17	190	10	10										39	0											2867		3112		2940						
µ¶ÌìÍõ-³öÉñÈë»¯	0	11	627	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×ÈÝ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôÐÔÄÜÁ¦ÌáÉý¡£	5	100	1	0		2059	2059	233	1368	1368	234	17	17	190	10	10										39	1											2868		3113		2940						
´¸ÌìÍõ-³öÉñÈë»¯	0	11	628	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×ÈÝ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôÐÔÄÜÁ¦ÌáÉý¡£	5	100	1	0		2059	2059	233	1368	1368	234	17	17	190	10	10										39	1											2869		3113		2940						
Ç¹ÌìÍõ-³öÉñÈë»¯	0	11	629	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×ÈÝ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôÐÔÄÜÁ¦ÌáÉý¡£	5	100	1	0		2059	2059	233	1368	1368	234	17	17	190	10	10										39	1											2870		3113		2940						
½£¶ëÃ¼-³öÉñÈë»¯	0	11	630	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×ÈÝ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôÐÔÄÜÁ¦ÌáÉý¡£	5	100	1	0		2062	2062	233	1368	1368	234	17	17	190	10	10										39	4											2871		3116		2940						
ÕÆ¶ëÃ¼-³öÉñÈë»¯	0	11	631	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×ÈÝ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôÐÔÄÜÁ¦ÌáÉý¡£	5	100	1	0		2062	2062	233	1368	1368	234	17	17	190	10	10										39	4											2872		3116		2940						
µ¶´äÑÌ-³öÉñÈë»¯	0	11	632	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×ÈÝ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôÐÔÄÜÁ¦ÌáÉý¡£	5	100	1	0		2063	2063	233	1368	1368	234	17	17	190	10	10										39	5											2873		3117		2940						
ÄÚ´äÑÌ-³öÉñÈë»¯	0	11	633	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×ÈÝ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôÐÔÄÜÁ¦ÌáÉý¡£	5	100	1	0		2063	2063	233	1368	1368	234	17	17	190	10	10										39	5											2874		3117		2940						
ÕÆÎå¶¾-³öÉñÈë»¯	0	11	634	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×ÈÝ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôÐÔÄÜÁ¦ÌáÉý¡£	5	100	1	0		2060	2060	233	1368	1368	234	17	17	190	10	10										39	3											2875		3114		2940						
µ¶Îå¶¾-³öÉñÈë»¯	0	11	635	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×ÈÝ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôÐÔÄÜÁ¦ÌáÉý¡£	5	100	1	0		2060	2060	233	1368	1368	234	17	17	190	10	10										39	3											2876		3114		2940						
·Éµ¶ÌÆ-³öÉñÈë»¯	0	11	636	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×ÈÝ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôÐÔÄÜÁ¦ÌáÉý¡£	5	100	1	0		2061	2061	233	1368	1368	234	17	17	190	10	10										39	2											2877		3115		2940						
åó¼ýÌÆ-³öÉñÈë»¯	0	11	637	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×ÈÝ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôÐÔÄÜÁ¦ÌáÉý¡£	5	100	1	0		2061	2061	233	1368	1368	234	17	17	190	10	10										39	2											2878		3115		2940						
·ÉïÚÌÆ-³öÉñÈë»¯	0	11	638	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×ÈÝ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôÐÔÄÜÁ¦ÌáÉý¡£	5	100	1	0		2061	2061	233	1368	1368	234	17	17	190	10	10										39	2											2879		3115		2940						
ÕÆØ¤°ï-³öÉñÈë»¯	0	11	639	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×ÈÝ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôÐÔÄÜÁ¦ÌáÉý¡£	5	100	1	0		2065	2065	233	1368	1368	234	17	17	190	10	10										39	6											2880		3119		2940						
¹÷Ø¤°ï-³öÉñÈë»¯	0	11	640	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×ÈÝ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôÐÔÄÜÁ¦ÌáÉý¡£	5	100	1	0		2065	2065	233	1368	1368	234	17	17	190	10	10										39	6											2881		3119		2940						
Õ½ÌìÈÌ-³öÉñÈë»¯	0	11	641	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×ÈÝ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôÐÔÄÜÁ¦ÌáÉý¡£	5	100	1	0		2064	2064	233	1368	1368	234	17	17	190	10	10										39	7											2882		3118		2940						
Ä§ÌìÈÌ-³öÉñÈë»¯	0	11	642	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×ÈÝ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôÐÔÄÜÁ¦ÌáÉý¡£	5	100	1	0		2064	2064	233	1368	1368	234	17	17	190	10	10										39	7											2883		3118		2940						
ÆøÎäµ±-³öÉñÈë»¯	0	11	643	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×ÈÝ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôÐÔÄÜÁ¦ÌáÉý¡£	5	100	1	0		2066	2066	233	1368	1368	234	17	17	190	10	10										39	8											2884		3120		2940						
½£Îäµ±-³öÉñÈë»¯	0	11	644	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×ÈÝ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôÐÔÄÜÁ¦ÌáÉý¡£	5	100	1	0		2066	2066	233	1368	1368	234	17	17	190	10	10										39	8											2885		3120		2940						
µ¶À¥ÂØ-³öÉñÈë»¯	0	11	645	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×ÈÝ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôÐÔÄÜÁ¦ÌáÉý¡£	5	100	1	0		2067	2067	233	1368	1368	234	17	17	190	10	10										39	9											2886		3121		2940						
½£À¥ÂØ-³öÉñÈë»¯	0	11	646	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×ÈÝ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôÐÔÄÜÁ¦ÌáÉý¡£	5	100	1	0		2067	2067	233	1368	1368	234	17	17	190	10	10										39	9											2887		3121		2940						
Huynh §Ö §ång T©m Chi Liªn	0	4	1	\spr\item\equip\nick\obj-neck26.spr	36	2	1	Vinh dù gi¶i ®Êu Tam §¹i Anh Hµo, tÆng th­ëng cho nh÷ng huynh ®Ö ®ång t©m chi nh©n	0	99999	10	0																																		3122	3123	3125	3126	3127	3128				3129	3130
Huynh §Ö §ång T©m Chi Liªn	0	4	1	\spr\item\equip\nick\obj-neck26.spr	36	2	1	Vinh dù gi¶i ®Êu Tam §¹i Anh Hµo, tÆng th­ëng cho nh÷ng huynh ®Ö ®ång t©m chi nh©n	4	99999	10	0																																		3122	3124	3125	3126	3127	3128				3129	3130
Ngù Phong Chi Ph¸ NguyÖt Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	T­îng h¶i th¸i tinh thiÕt cña thËp ®¹i m«n ph¸i t¹o thµnh	3	99999	10	0	30	135	135	31	80	80																36	120											3049	3053	3056	1937	3060	3010				1429	3135
Tµng L©m Chi Ph¸ NguyÖt Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	T­îng h¶i th¸i tinh thiÕt cña thËp ®¹i m«n ph¸i t¹o thµnh	3	99999	10	0	30	135	135	31	80	80																36	120											3050	3053	3057	1938	3061	3010				1429	3135
TËt Háa Chi Ph¸ NguyÖt Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	T­îng h¶i th¸i tinh thiÕt cña thËp ®¹i m«n ph¸i t¹o thµnh	3	99999	10	0	30	135	135	31	80	80																36	120											3051	3054	3058	1939	3062	3011				1430	3135
Cè S¬n Chi Ph¸ NguyÖt Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	T­îng h¶i th¸i tinh thiÕt cña thËp ®¹i m«n ph¸i t¹o thµnh	3	99999	10	0	30	135	135	31	80	80																36	120											3052	3055	3059	1940	3063	3011				1430	3135
Ngù Phong Chi Ph¸ NguyÖt C¶nh Liªn	0	4	1	\spr\item\equip\nick\obj-neck18.spr	36	2	1	T­îng h¶i th¸i tinh thiÕt cña thËp ®¹i m«n ph¸i t¹o thµnh	0	99999	10	0																						36	120											3049	1918	3056	1937	3060	3010				1429	3131
Tµng L©m Chi Ph¸ NguyÖt C¶nh  Liªn	0	4	1	\spr\item\equip\nick\obj-neck18.spr	36	2	1	T­îng h¶i th¸i tinh thiÕt cña thËp ®¹i m«n ph¸i t¹o thµnh	0	99999	10	0																						36	120											3050	1919	3057	1938	3061	3010				1429	3131
TËt Háa Chi Ph¸ NguyÖt C¶nh  Liªn	0	4	1	\spr\item\equip\nick\obj-neck18.spr	36	2	1	T­îng h¶i th¸i tinh thiÕt cña thËp ®¹i m«n ph¸i t¹o thµnh	0	99999	10	0																						36	120											3051	1919	3058	1939	3062	3011				1430	3131
Cè S¬n Chi Ph¸ NguyÖt C¶nh Liªn	0	4	1	\spr\item\equip\nick\obj-neck18.spr	36	2	1	T­îng h¶i th¸i tinh thiÕt cña thËp ®¹i m«n ph¸i t¹o thµnh	0	99999	10	0																						36	120											3052	1920	3059	1940	3063	3011				1430	3131
Ngù Phong Chi Ph¸ NguyÖt Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	T­îng h¶i th¸i tinh thiÕt cña thËp ®¹i m«n ph¸i t¹o thµnh	3	99999	10	0	30	135	135	31	80	80																36	120											3049	3053	3056	1937	3060	3010				1429	3136
Tµng L©m Chi Ph¸ NguyÖt Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	T­îng h¶i th¸i tinh thiÕt cña thËp ®¹i m«n ph¸i t¹o thµnh	3	99999	10	0	30	135	135	31	80	80																36	120											3050	3053	3057	1938	3061	3010				1429	3136
TËt Háa Chi Ph¸ NguyÖt Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	T­îng h¶i th¸i tinh thiÕt cña thËp ®¹i m«n ph¸i t¹o thµnh	3	99999	10	0	30	135	135	31	80	80																36	120											3051	3054	3058	1939	3062	3011				1430	3136
Cè S¬n Chi Ph¸ NguyÖt Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	T­îng h¶i th¸i tinh thiÕt cña thËp ®¹i m«n ph¸i t¹o thµnh	3	99999	10	0	30	135	135	31	80	80																36	120											3052	3055	3059	1940	3063	3011				1430	3136
Ngù Phong Chi Ph¸ NguyÖt C¶nh Liªn	0	4	1	\spr\item\equip\nick\obj-neck18.spr	36	2	1	T­îng h¶i th¸i tinh thiÕt cña thËp ®¹i m«n ph¸i t¹o thµnh	0	99999	10	0																						36	120											3049	1918	3056	1937	3060	3010				1429	3132
Tµng L©m Chi Ph¸ NguyÖt C¶nh  Liªn	0	4	1	\spr\item\equip\nick\obj-neck18.spr	36	2	1	T­îng h¶i th¸i tinh thiÕt cña thËp ®¹i m«n ph¸i t¹o thµnh	0	99999	10	0																						36	120											3050	1919	3057	1938	3061	3010				1429	3132
TËt Háa Chi Ph¸ NguyÖt C¶nh  Liªn	0	4	1	\spr\item\equip\nick\obj-neck18.spr	36	2	1	T­îng h¶i th¸i tinh thiÕt cña thËp ®¹i m«n ph¸i t¹o thµnh	0	99999	10	0																						36	120											3051	1919	3058	1939	3062	3011				1430	3132
Cè S¬n Chi Ph¸ NguyÖt C¶nh Liªn	0	4	1	\spr\item\equip\nick\obj-neck18.spr	36	2	1	T­îng h¶i th¸i tinh thiÕt cña thËp ®¹i m«n ph¸i t¹o thµnh	0	99999	10	0																						36	120											3052	1920	3059	1940	3063	3011				1430	3132
Ngù Phong Chi Ph¸ NguyÖt Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	T­îng h¶i th¸i tinh thiÕt cña thËp ®¹i m«n ph¸i t¹o thµnh	3	99999	10	0	30	135	135	31	80	80																36	120											3049	3053	3056	1937	3060	3010				1429	3137
Tµng L©m Chi Ph¸ NguyÖt Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	T­îng h¶i th¸i tinh thiÕt cña thËp ®¹i m«n ph¸i t¹o thµnh	3	99999	10	0	30	135	135	31	80	80																36	120											3050	3053	3057	1938	3061	3010				1429	3137
TËt Háa Chi Ph¸ NguyÖt Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	T­îng h¶i th¸i tinh thiÕt cña thËp ®¹i m«n ph¸i t¹o thµnh	3	99999	10	0	30	135	135	31	80	80																36	120											3051	3054	3058	1939	3062	3011				1430	3137
Cè S¬n Chi Ph¸ NguyÖt Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	T­îng h¶i th¸i tinh thiÕt cña thËp ®¹i m«n ph¸i t¹o thµnh	3	99999	10	0	30	135	135	31	80	80																36	120											3052	3055	3059	1940	3063	3011				1430	3137
Ngù Phong Chi Ph¸ NguyÖt C¶nh Liªn	0	4	1	\spr\item\equip\nick\obj-neck18.spr	36	2	1	T­îng h¶i th¸i tinh thiÕt cña thËp ®¹i m«n ph¸i t¹o thµnh	0	99999	10	0																						36	120											3049	1918	3056	1937	3060	3010				1429	3133
Tµng L©m Chi Ph¸ NguyÖt C¶nh  Liªn	0	4	1	\spr\item\equip\nick\obj-neck18.spr	36	2	1	T­îng h¶i th¸i tinh thiÕt cña thËp ®¹i m«n ph¸i t¹o thµnh	0	99999	10	0																						36	120											3050	1919	3057	1938	3061	3010				1429	3133
